# variant=sphere prism_sides=42 steps=600 dt=0.016666666666666666 substeps=4
# config v=sphere N=0 R=0.514100015 W=0.4375 m=44 iS=0.699999988 iT=0.550000012 rho=77 gnd=400/1/60 mu=1 g=10 x0=-180 v0=13 gap=0.00100000005 load=1900 ctl=1 tgt=13 kp=440 ki=1100 fmax=1900 dt=0.016666666666666666 sub=4
step,px,py,pz,qx,qy,qz,qw,vx,vy,vz,wx,wy,wz,integral,w_drive_signed
24,-174.80877685546875,0.50047391653060913,1.7042841591319302e-06,0.270740718,0.653222382,0.653223336,0.270738602,13.0068598,-0.508802652,1.5332027e-05,4.37059643e-05,0.000165939331,-25.6376839,0.0081091403961181634,76.668414266385454
25,-174.59197998046875,0.50045228004455566,2.074809117402765e-06,0.402980536,0.581040144,0.581041276,0.402976573,13.0081415,-0.510958433,2.1769778e-05,5.47291929e-05,0.000177383423,-25.6403828,0.0079948107401529942,77.947927915574311
26,-174.37516784667969,0.50048506259918213,2.43332510763139e-06,0.516937971,0.482470125,0.482471406,0.516932368,13.0091057,-0.50615114,2.30288479e-05,5.18773668e-05,0.000169754028,-25.6430626,0.0078591187795003254,79.077990777636614
27,-174.15834045410156,0.50044852495193481,2.7200376280234195e-06,0.607429087,0.361985534,0.361986876,0.607422411,13.0102472,-0.513237238,1.98567213e-05,3.16018341e-05,0.000160217285,-25.6446991,0.0077073574066162109,80.083797902028138
28,-173.94149780273438,0.50047451257705688,2.9948419069114607e-06,0.670341253,0.225049675,0.225051031,0.670333743,13.0108643,-0.506628156,1.77276906e-05,2.95961308e-05,0.000150680542,-25.6470966,0.007536570231119792,80.944534167195499
29,-173.72463989257812,0.50044411420822144,3.2343159546144307e-06,0.702808261,0.0778849572,0.0778863505,0.702800333,13.0117416,-0.512398243,1.46019538e-05,2.4177798e-05,0.000143051147,-25.6483498,0.0073554992675781252,81.705711037616666
30,-173.50778198242188,0.50046521425247192,3.3866197099996498e-06,0.703350306,-0.0728284195,-0.0728270411,0.703342438,13.0121794,-0.506962299,1.0225087e-05,1.03697748e-05,0.000148773193,-25.650198,0.0071598052978515628,82.339995878936605
31,-173.29090881347656,0.50044643878936768,3.4178199257439701e-06,0.671937764,-0.220238179,-0.220236927,0.671930552,13.0128145,-0.511253834,3.94133758e-06,-3.9068691e-06,0.000156402588,-25.6510696,0.0069568157196044922,82.885853293511943
32,-173.07402038574219,0.50044608116149902,3.4684364891290898e-06,0.60999316,-0.357648641,-0.357647747,0.609986961,13.0131445,-0.508717954,1.38176392e-06,-4.45673504e-06,0.000179290771,-25.6524143,0.0067432403564453127,83.322684536494279
33,-172.85713195800781,0.500457763671875,3.4791055441019125e-06,0.520328641,-0.478811771,-0.478811562,0.520323932,13.013485,-0.508106709,-3.64473181e-07,-2.96528742e-06,0.000202178955,-25.6532097,0.0065241654713948573,83.67708238306929
34,-172.64024353027344,0.50044739246368408,3.387389824638376e-06,0.407017827,-0.578219056,-0.578219712,0.407015055,13.0137959,-0.510424137,-3.94091421e-06,-2.28691351e-06,0.000225067139,-25.6536655,0.0062994162241617841,83.946728643413962
35,-172.42333984375,0.50045472383499146,3.4114473237423226e-06,0.275207967,-0.651352227,-0.651353896,0.275207281,13.0138998,-0.508535862,2.64517837e-07,1.28775282e-05,0.000230789185,-25.6542683,0.0060694853464762369,84.133083930979055
36,-172.20643615722656,0.50045549869537354,3.4095010050805286e-06,0.13089028,-0.694885433,-0.694888115,0.130891904,13.0140343,-0.50954628,1.0378742e-06,1.00866746e-05,0.000246047974,-25.6544552,0.0058378219604492184,84.254661145424549
37,-171.98953247070312,0.50044775009155273,3.4585480079840636e-06,-0.0193768945,-0.706839502,-0.706843197,-0.0193728954,13.0140686,-0.510138035,3.34013134e-06,1.41922355e-05,0.000267028809,-25.6546478,0.0056039174397786457,84.308132658759604
38,-171.77262878417969,0.50046014785766602,3.5483983538142638e-06,-0.168764353,-0.686670601,-0.686675191,-0.168758094,13.0139942,-0.5083161,5.70085604e-06,1.83065567e-05,0.000268936157,-25.6547832,0.0053694407145182289,84.302520078093295
39,-171.55572509765625,0.50044387578964233,3.5797988857666496e-06,-0.310480833,-0.635295868,-0.635301113,-0.310472727,13.0139885,-0.511053562,3.98492557e-06,1.06268271e-05,0.000257492065,-25.6545467,0.0051362037658691405,84.248062900437063
40,-171.33882141113281,0.50046366453170776,3.6448163882596418e-06,-0.438087583,-0.555049777,-0.555055439,-0.438078135,13.0137615,-0.507514954,3.91014373e-06,1.95403118e-06,0.00023651123,-25.6545849,0.0049030621846516929,84.138505767886627
41,-171.12191772460938,0.5004349946975708,3.7097552194609307e-06,-0.545783222,-0.449581444,-0.449587405,-0.545773149,13.0137167,-0.512074411,2.77434674e-06,-6.08054688e-06,0.000219345093,-25.6540699,0.0046737035115559898,83.994986039343942
42,-170.905029296875,0.50045120716094971,3.6829064811172429e-06,-0.628676832,-0.323681772,-0.323687762,-0.628666759,13.0133686,-0.507029891,-1.8161121e-06,-1.76056201e-05,0.000211715698,-25.654213,0.004445091883341472,83.801027609785507
43,-170.68814086914062,0.50045830011367798,3.6145358990324894e-06,-0.682999671,-0.183076471,-0.183082119,-0.682990074,13.0132256,-0.508916914,-4.52108316e-06,-1.82137883e-05,0.00022315979,-25.6535397,0.0042222817738850919,83.585748557578981
44,-170.47125244140625,0.50046151876449585,3.4420606880303239e-06,-0.706285596,-0.0341555923,-0.0341604166,-0.706276953,13.012969,-0.509526849,-9.46862565e-06,-2.53134203e-05,0.000244140625,-25.6529179,0.0040018558502197274,83.330968844474498
45,-170.25436401367188,0.500446617603302,3.2043153623817489e-06,-0.697478712,0.116313823,0.116310313,-0.697471499,13.0126877,-0.51082468,-1.3158864e-05,-2.80207314e-05,0.000268936157,-25.652338,0.0037857055664062508,83.048089050769065
46,-170.03749084472656,0.50045943260192871,2.9518719202314969e-06,-0.656980872,0.261496127,0.261494339,-0.656975448,13.0122852,-0.507906497,-1.42272029e-05,-2.27426353e-05,0.000288009644,-25.6519642,0.0035742441813151051,82.740499351376116
47,-169.82061767578125,0.50045013427734375,2.7476257855596486e-06,-0.586634815,0.394792855,0.394793183,-0.586631477,13.0120306,-0.510252476,-1.22236843e-05,-1.82843214e-05,0.000310897827,-25.6511593,0.0033694903055826834,82.420873193630712
48,-169.603759765625,0.50047183036804199,2.5340418687846977e-06,-0.489638478,0.510150433,0.510152996,-0.489637375,13.0116014,-0.507524192,-1.10279734e-05,-8.42500594e-06,0.000316619873,-25.6505642,0.0031689802805582694,82.076710843457093
49,-169.38690185546875,0.50045633316040039,2.3421912374033127e-06,-0.370402336,0.602327824,0.602332532,-0.370403647,13.0113344,-0.511415184,-9.60172474e-06,-1.85604877e-05,0.000333786011,-25.6495247,0.0029756228129069022,81.725673967168859
50,-169.1700439453125,0.50047010183334351,2.1134449070814298e-06,-0.234342635,0.667141855,0.66714853,-0.234346345,13.0108471,-0.508268118,-1.12443831e-05,-1.58008916e-05,0.000329971313,-25.6489754,0.002786715825398764,81.354006244457139
51,-168.95320129394531,0.50046044588088989,1.9051972230954561e-06,-0.0876435265,0.701649666,0.70165801,-0.0876493976,13.0105228,-0.510757208,-1.09671182e-05,-2.16016197e-05,0.000324249268,-25.647995,0.0026059309641520193,80.983784676589991
52,-168.73635864257812,0.50046288967132568,1.7694134157864028e-06,0.06303294,0.704287291,0.704296947,0.0630252063,13.0100698,-0.509145916,-9.1063921e-06,-1.79001509e-05,0.000322341919,-25.647377,0.0024305502573649098,80.601391272837006
53,-168.51953125,0.50045579671859741,1.69347276823828e-06,0.210842028,0.674937367,0.674947917,0.210832775,13.0097017,-0.509880543,-6.46497847e-06,-1.48492545e-05,0.000322341919,-25.6465931,0.0022627194722493501,80.22039620708189
54,-168.30270385742188,0.50046241283416748,1.6089724113044213e-06,0.349071771,0.614935577,0.614946544,0.349061638,13.0092726,-0.508421421,-6.70319969e-06,-2.98242376e-05,0.000295639038,-25.6459103,0.0021010239919026703,79.834504482974396
55,-168.08589172363281,0.50045204162597656,1.43063846280711e-06,0.471444637,0.527009666,0.527020514,0.471434146,13.0089283,-0.509928524,-1.14236727e-05,-2.67110299e-05,0.000305175781,-25.6451015,0.0019464810689290375,79.450999807707419
56,-167.86907958984375,0.50046825408935547,1.2385372656353866e-06,0.572406113,0.415154189,0.415164381,0.572395742,13.0084867,-0.507391453,-1.31750603e-05,-3.65380256e-05,0.000308990479,-25.6444721,0.0017976760864257823,79.063493819983194
57,-167.65226745605469,0.50045669078826904,9.5795462584646884e-07,0.647372365,0.284451962,0.284460843,0.64736253,13.0081949,-0.510309696,-1.65665624e-05,-3.87028122e-05,0.000335693359,-25.6434822,0.0016562302907307954,78.682630065383307
58,-167.43547058105469,0.50046718120574951,7.0702918719689478e-07,0.692943156,0.140837297,0.140844181,0.692934096,13.0077429,-0.507935047,-1.59937008e-05,-2.7694492e-05,0.000358581543,-25.6429005,0.0015196482340494803,78.295885376669119
59,-167.21867370605469,0.50046676397323608,4.3334901533853554e-07,0.707051396,-0.0091663776,-0.00916211214,0.707043409,13.0074177,-0.509374797,-1.57528029e-05,-2.64502596e-05,0.000385284424,-25.6419773,0.0013906002044677746,77.919698950514956
60,-167.00189208984375,0.50046193599700928,1.6970685123851581e-07,0.689059734,-0.158749521,-0.158748358,0.689053237,13.0070381,-0.50950861,-1.49043308e-05,-2.23308889e-05,0.000411987305,-25.6412334,0.0012669722239176443,77.543769868371697
61,-166.78511047363281,0.50046682357788086,-1.6890737697394798e-08,0.639787316,-0.301122099,-0.301124305,0.639782608,13.0066471,-0.508478642,-1.17395848e-05,-1.83872908e-05,0.000427246094,-25.6405907,0.0011496702829996755,77.174575801272283
62,-166.56832885742188,0.50047105550765991,-9.3247933818929596e-08,0.561474085,-0.429820925,-0.429826558,0.561471224,13.0063057,-0.508831263,-5.619273e-06,3.15534999e-06,0.000419616699,-25.6397381,0.0010388851165771494,76.81471493299469
63,-166.3515625,0.50046247243881226,-1.3954019095763215e-07,0.457677245,-0.539005876,-0.539014578,0.457676232,13.005969,-0.509851933,-2.04529715e-06,3.50410119e-08,0.000398635864,-25.6389751,0.00093379020690918064,76.461010671047902
64,-166.13479614257812,0.50047004222869873,-1.9777353088556993e-07,0.33310923,-0.623723567,-0.623734713,0.333109915,13.0055742,-0.508135319,-2.38064899e-06,-2.97518272e-06,0.000383377075,-25.6384068,0.00083430608113606872,76.114366231472317
65,-165.91804504394531,0.50046545267105103,-1.4913615586920059e-07,0.19342646,-0.680130064,-0.680143178,0.193428576,13.0052853,-0.509422779,1.1575197e-06,9.63365892e-07,0.00036239624,-25.6376152,0.0007414023081461599,75.781664391450818
66,-165.7012939453125,0.50047725439071655,-1.369937479012151e-07,0.0449685156,-0.705668211,-0.705682576,0.0449718572,13.0049219,-0.507944405,1.15918738e-07,-8.8691886e-06,0.000366210938,-25.6370087,0.0006533145904541026,75.454379663744007
67,-165.48454284667969,0.50044906139373779,-1.7076976632779406e-07,-0.10552603,-0.699181199,-0.69919616,-0.105521381,13.0046968,-0.511292338,-2.66206234e-06,-1.2894081e-05,0.000389099121,-25.6362724,0.00057128270467122501,75.140750649188462
68,-165.26780700683594,0.50049221515655518,-3.2261056048810133e-07,-0.251230568,-0.660965264,-0.660979927,-0.251224607,13.0042305,-0.504625618,-7.71672967e-06,-2.31048834e-05,0.000411987305,-25.636034,0.00049300193786621196,74.829038969186882
69,-165.05107116699219,0.50045275688171387,-5.4986503528198227e-07,-0.385528386,-0.592758596,-0.592772067,-0.385520995,13.0041876,-0.513056278,-1.19725873e-05,-2.3996181e-05,0.000457763672,-25.6348286,0.00042249361673990987,74.543138102278732
70,-164.83433532714844,0.50048458576202393,-8.1475434399180813e-07,-0.502332687,-0.497655094,-0.497666597,-0.502323925,13.0036736,-0.505445957,-1.47289875e-05,-2.56511667e-05,0.000478744507,-25.6348228,0.00035270055135091247,74.244531723581119
71,-164.61759948730469,0.50045377016067505,-1.0728120969361044e-06,-0.596340179,-0.37997508,-0.379983872,-0.596330225,13.0036011,-0.511845231,-1.43156703e-05,-1.9903302e-05,0.000499725342,-25.6338367,0.00029147466023763123,73.978306198917267
72,-164.40087890625,0.50047308206558228,-1.1924535101570655e-06,-0.663290381,-0.245054796,-0.245060354,-0.663279414,13.0031853,-0.506199598,-8.18912486e-06,-7.9311576e-07,0.000520706177,-25.633831,0.00023145675659179789,73.704404822286747
73,-164.18415832519531,0.50046443939208984,-1.2991436051379424e-06,-0.700144887,-0.0990203246,-0.0990223587,-0.700133324,13.0030699,-0.509499192,-5.0342469e-06,-6.02941327e-07,0.000520706177,-25.6330585,0.00017836888631184999,73.455847383008347
74,-163.96743774414062,0.5004926323890686,-1.4111692507867701e-06,-0.705234349,0.0515040942,0.0515056923,-0.705222726,13.0027542,-0.50640893,-5.00281158e-06,-6.44961801e-06,0.000518798828,-25.6325989,0.00012720425923665467,73.205643969904131
75,-163.750732421875,0.50047838687896729,-1.586030066391686e-06,-0.678330123,0.199686453,0.199691609,-0.678319156,13.0026417,-0.511139095,-7.72266776e-06,-1.73623484e-05,0.000518798828,-25.631649,8.1300735473633842e-05,72.973345634274963
76,-163.53402709960938,0.50046402215957642,-1.7155732621176867e-06,-0.620654345,0.338809043,0.338817477,-0.620644391,13.0023394,-0.509928286,-8.08162349e-06,-1.39849944e-05,0.000514984131,-25.6314373,3.7272771199545303e-05,72.74084052191354
77,-163.31732177734375,0.50048172473907471,-1.9550745946617099e-06,-0.534824014,0.462560922,0.462572157,-0.534815669,13.002059,-0.506905079,-1.21096846e-05,-3.03777997e-05,0.000513076782,-25.6312122,-1.7166137695302173e-06,72.526670668137285
78,-163.10061645507812,0.50046235322952271,-2.1698319869756233e-06,-0.424735308,0.565327346,0.565340877,-0.42472896,13.001976,-0.510529101,-1.34546062e-05,-3.55980774e-05,0.000522613525,-25.6305904,-3.6032994588215114e-05,72.329941945151859
79,-162.88392639160156,0.50048494338989258,-2.2605879621551139e-06,-0.295380741,0.642449617,0.642465055,-0.295376748,13.0016823,-0.506361485,-9.90098488e-06,-2.11191382e-05,0.000532150269,-25.6304722,-6.8966547648110946e-05,72.132948669072647
80,-162.667236328125,0.50048094987869263,-2.4521668819943443e-06,-0.152631834,0.690429032,0.690445662,-0.152630508,13.0016136,-0.509756386,-1.15120238e-05,-2.86260747e-05,0.00054359436,-25.6297169,-9.7004572550454701e-05,71.956112192447861
81,-162.45054626464844,0.50046533346176147,-2.625270099088084e-06,-0.0029613378,0.707092047,0.707109153,-0.00296284258,13.0014219,-0.510042727,-1.1688895e-05,-2.58954042e-05,0.000547409058,-25.6294594,-0.00012389818827311094,71.779141932657566
82,-162.23385620117188,0.50047749280929565,-2.7488640625961125e-06,0.146843016,0.69168359,0.691700399,0.146838665,13.0011902,-0.507153153,-9.53487233e-06,-2.10500584e-05,0.000555038452,-25.6293736,-0.00014759699503580625,71.614040575672917
83,-162.01716613769531,0.50046122074127197,-2.8814069992222358e-06,0.289984792,0.64490366,0.644919455,0.28997767,13.0011368,-0.509890199,-9.0577505e-06,-1.75606547e-05,0.00057220459,-25.6289482,-0.00016743342081705626,71.465385938478775
84,-161.80047607421875,0.50049495697021484,-3.0126082037895685e-06,0.41997391,0.568874359,0.568888307,0.419964194,13.0008945,-0.505455434,-8.2421484e-06,-1.50931828e-05,0.000583648682,-25.6288567,-0.00018637975056966043,71.317097763803631
85,-161.58378601074219,0.50046253204345703,-3.1448364552488783e-06,0.53091228,0.467047274,0.467058778,0.530900359,13.0009489,-0.512140751,-8.50640208e-06,-1.38634005e-05,0.000589370728,-25.6280937,-0.00020128885904947813,71.187387688873997
86,-161.36711120605469,0.50047498941421509,-3.2287784961226862e-06,0.617773354,0.344037175,0.344045699,0.617759705,13.0006571,-0.506771684,-5.72396721e-06,-4.59177045e-06,0.000595092773,-25.6283684,-0.00021710395812988179,71.048944480171812
87,-161.15043640136719,0.5004657506942749,-3.283433898104704e-06,0.676615953,0.205426022,0.205431163,0.676601052,13.0006428,-0.509146333,-3.48799244e-06,1.68354745e-07,0.000595092773,-25.6279926,-0.00022805531819661355,70.934553934883169
88,-160.93376159667969,0.50048643350601196,-3.3061890007957118e-06,0.70477283,0.0574990921,0.0575005859,0.704757333,13.0004826,-0.506533206,-1.59156912e-06,-9.34851869e-07,0.000597000122,-25.6278763,-0.00023876825968424374,70.818918433180315
89,-160.71708679199219,0.50046396255493164,-3.2469927191414172e-06,0.70096761,-0.0930326283,-0.0930348858,0.700952113,13.0005054,-0.510786533,1.88606668e-06,7.78872709e-06,0.000600814819,-25.6273899,-0.00024681091308593643,70.716004019282565
90,-160.50041198730469,0.5004885196685791,-3.1448555546376156e-06,0.665373564,-0.239345953,-0.239351898,0.665358722,13.0002785,-0.506075382,4.87943362e-06,1.39498652e-05,0.000604629517,-25.6275024,-0.00025523503621419162,70.60899247512576
91,-160.28373718261719,0.50046271085739136,-2.9969969546073116e-06,0.599606454,-0.374802321,-0.374811709,0.599592865,13.0003414,-0.511129916,7.47554486e-06,1.28759239e-05,0.000606536865,-25.6269913,-0.00025987625122070204,70.52161141351975
92,-160.06706237792969,0.50049042701721191,-2.8502556688181357e-06,0.506647289,-0.493262976,-0.493275404,0.506635666,13.0001097,-0.505732059,7.78981121e-06,1.00496381e-05,0.000610351562,-25.6271973,-0.00026556650797525931,70.427125174563855
93,-159.85038757324219,0.50045549869537354,-2.7427931854617782e-06,0.390714616,-0.589352906,-0.589367867,0.390705615,13.0002165,-0.511807024,5.69940312e-06,6.21895151e-06,0.000625610352,-25.6266937,-0.0002673943837483713,70.353375145963412
94,-159.63371276855469,0.50047647953033447,-2.6343686840846203e-06,0.257061601,-0.658718228,-0.658735096,0.257055819,12.9999809,-0.505589128,5.39846042e-06,2.72761463e-06,0.00065612793,-25.6271553,-0.00027100245157877498,70.269008126962873
95,-159.41703796386719,0.50046634674072266,-2.547550593590131e-06,0.111753486,-0.698211193,-0.698229253,0.111751348,13.0000696,-0.509232104,4.61010495e-06,9.33327101e-06,0.000650405884,-25.6267185,-0.00027068456013997291,70.206237212214532
96,-159.20037841796875,0.50048810243606567,-2.4900939479266526e-06,-0.0386224799,-0.706042051,-0.706060588,-0.0386207812,12.9999456,-0.506390095,3.74015917e-06,6.64321851e-06,0.000663757324,-25.6267319,-0.00027184486389160049,70.135087418768947
97,-158.98370361328125,0.50047147274017334,-2.4205801310017705e-06,-0.187244639,-0.681856453,-0.681874514,-0.187238932,13.0000095,-0.510424197,3.9908914e-06,1.44055484e-05,0.000699996948,-25.6263084,-0.00027093887329101456,70.075479948715724
98,-158.76704406738281,0.5004848837852478,-2.3381862774840556e-06,-0.327376872,-0.626751244,-0.626768053,-0.327367127,12.9998579,-0.507219791,5.4024008e-06,1.30453991e-05,0.00071144104,-25.626421,-0.00027109781901041562,70.009997730165836
99,-158.55038452148438,0.5004805326461792,-2.2153199097374454e-06,-0.452662349,-0.543226421,-0.543241203,-0.452648818,12.9998808,-0.509403706,7.9630754e-06,2.45029823e-05,0.000728607178,-25.6261024,-0.00026872952779134009,69.958933177338253
100,-158.33372497558594,0.5004580020904541,-1.9545286704669707e-06,-0.557422161,-0.435068607,-0.435080677,-0.557405293,12.9998407,-0.510138154,1.41614992e-05,3.55353404e-05,0.000736236572,-25.6261749,-0.00026674270629882708,69.906251237568654
101,-158.1170654296875,0.5004885196685791,-1.6106750990729779e-06,-0.636906147,-0.30718115,-0.307190031,-0.636886656,12.9996939,-0.505178928,1.87558908e-05,3.77867182e-05,0.000732421875,-25.6264095,-0.00026408831278482966,69.857861829655079
102,-157.90040588378906,0.50047850608825684,-1.3150298627806478e-06,-0.687508106,-0.165367395,-0.16537264,-0.687486887,12.9998236,-0.510033131,1.81525484e-05,3.60881641e-05,0.000734329224,-25.625864,-0.0002589861551920562,69.824105581335147
103,-157.68374633789062,0.50048643350601196,-1.0034614206233528e-06,-0.706935525,-0.0160548165,-0.01605618,-0.706913531,12.999711,-0.508058965,1.83521242e-05,3.50129994e-05,0.000736236572,-25.6259251,-0.00025604565938313695,69.779201181862874
104,-157.46708679199219,0.50048685073852539,-6.9147341719144606e-07,-0.694307566,0.133984402,0.133986995,-0.69428581,12.9997101,-0.50915575,1.81551204e-05,3.06108232e-05,0.000734329224,-25.6256905,-0.00025122960408528538,69.745725549247283
105,-157.25042724609375,0.50046741962432861,-4.7602060249118949e-07,-0.650197208,0.277948081,0.277954608,-0.650176764,12.999692,-0.51035738,1.41486753e-05,1.40413558e-05,0.000745773315,-25.625679,-0.00024639765421549371,69.713488677404087
106,-157.03376770019531,0.50048917531967163,-3.4552067518234253e-07,-0.576603651,0.409309715,0.409319997,-0.57658565,12.9995708,-0.506332874,9.00784016e-06,1.21946869e-06,0.000770568848,-25.6259251,-0.00024126370747884008,69.684131047663342
107,-156.81710815429688,0.50047826766967773,-3.2460621923746658e-07,-0.476865828,0.522109866,0.522123575,-0.476851404,12.9996748,-0.510090411,2.7756962e-06,-5.73613215e-06,0.000797271729,-25.6255379,-0.0002341111501057932,69.667542907194232
108,-156.60044860839844,0.5004807710647583,-3.6908676293023746e-07,-0.355504692,0.611236274,0.611253023,-0.355494738,12.9995928,-0.50833559,-9.55457608e-07,-1.24827566e-05,0.000822067261,-25.6256695,-0.00022869110107421768,69.642749873534171
109,-156.3837890625,0.5004723072052002,-4.0294506220561743e-07,-0.218023747,0.67264688,0.672666013,-0.218018919,12.9996128,-0.509241581,-2.33735523e-06,2.05379183e-06,0.000843048096,-25.6256275,-0.00022190411885579319,69.627067166508255
110,-156.16712951660156,0.50048547983169556,-4.1325628785671142e-07,-0.0706562698,0.703557432,0.703578234,-0.0706569254,12.9995556,-0.507248402,-3.80263486e-07,3.86634201e-06,0.000852584839,-25.6257229,-0.00021545092264811089,69.611092846598581
