# variant=sphere prism_sides=42 steps=600 dt=0.016666666666666666 substeps=4
# config v=sphere N=0 R=0.514100015 W=0.4375 m=44 iS=0.699999988 iT=0.550000012 rho=77 gnd=400/1/60 mu=1 g=10 x0=-180 v0=13 gap=0.00100000005 load=1900 ctl=1 tgt=13 kp=440 ki=1100 fmax=1900 dt=0.016666666666666666 sub=4
step,px,py,pz,qx,qy,qz,qw,vx,vy,vz,wx,wy,wz,integral,w_drive_signed
111,-155.95046997070312,0.50047510862350464,-3.9915147453939426e-07,0.0799138993,0.702566147,0.702587664,0.0799076855,12.9996243,-0.509737551,1.18512639e-06,7.50535401e-06,0.000867843628,-25.6255226,-0.00020804405212402233,69.602111269039938
112,-155.73381042480469,0.50048321485519409,-3.2492198442923836e-07,0.226861328,0.669718087,0.669739366,0.226849735,12.9995584,-0.507763386,3.65928372e-06,1.38697797e-05,0.000869750977,-25.6256657,-0.00020178159077962129,69.588349182958723
113,-155.51715087890625,0.5004693865776062,-2.1039454622950871e-07,0.363521546,0.60650301,0.606523156,0.363505185,12.9996128,-0.509813786,6.06567392e-06,1.2306904e-05,0.000856399536,-25.6255474,-0.00019442240397135306,69.582352630972721
114,-155.30049133300781,0.50048768520355225,-8.9768349198493524e-08,0.483699352,0.51578629,0.51580447,0.483678907,12.9995346,-0.506704807,6.77931803e-06,1.39151525e-05,0.000862121582,-25.6257458,-0.00018796920776367076,69.572927911079518
115,-155.08383178710938,0.50047975778579712,7.3367175446037436e-08,0.581943452,0.401683301,0.401698679,0.581919849,12.99963,-0.509775698,8.28922111e-06,1.594481e-05,0.000862121582,-25.6254482,-0.00018021265665689993,69.572496067852029
116,-154.86717224121094,0.50046670436859131,1.9444971144366718e-07,0.653800964,0.269365877,0.269377679,0.653775275,12.9996033,-0.509403765,7.84327767e-06,1.33146968e-05,0.000871658325,-25.6256485,-0.00017404556274413951,69.564821396082664
117,-154.6505126953125,0.50048285722732544,2.9043212634860538e-07,0.696013093,0.124833308,0.124840856,0.695986509,12.9995518,-0.50666672,6.0733455e-06,8.04304727e-06,0.000881195068,-25.6258545,-0.00016743342081705618,69.561162114957583
118,-154.43385314941406,0.50047016143798828,3.7084322457303642e-07,0.706665218,-0.0253583789,-0.0253556259,0.706638873,12.9996624,-0.509728014,4.59050307e-06,4.82102041e-06,0.000898361206,-25.6256371,-0.00015996297200520721,69.56398804347738
119,-154.21719360351562,0.50048685073852539,4.1463675870545558e-07,0.685274303,-0.174401224,-0.174403638,0.685249507,12.9995899,-0.506876469,2.87920034e-06,1.42144563e-06,0.000919342041,-25.625843,-0.00015433629353841033,69.558048323351628
120,-154.00053405761719,0.50047999620437622,4.3023536022701592e-07,0.632810831,-0.315534472,-0.315542132,0.632788718,12.9996834,-0.509661198,1.22337906e-06,-8.21557478e-07,0.000936508179,-25.6255722,-0.00014750162760416555,69.560359072921642
121,-153.78387451171875,0.50047928094863892,5.2214920742699178e-07,0.551653385,-0.442360759,-0.442373514,0.551634908,12.9996395,-0.508678913,4.612064e-06,1.62681681e-05,0.000946044922,-25.6256638,-0.00014222462972005096,69.555389084060977
122,-153.56721496582031,0.50047963857650757,6.9592624640790746e-07,0.445482105,-0.54912883,-0.549146175,0.445468068,12.9996357,-0.508593082,1.00655161e-05,2.9081275e-05,0.000942230225,-25.6256638,-0.00013621648152669158,69.555858808480096
123,-153.35055541992188,0.50048589706420898,9.6666587978688767e-07,0.319111139,-0.630997241,-0.63101846,0.319102079,12.99963,-0.508259296,1.51417144e-05,3.35991645e-05,0.000947952271,-25.6256447,-0.00013014475504557178,69.558124091375163
124,-153.13389587402344,0.50047498941421509,1.2707998848782154e-06,0.178271338,-0.68425405,-0.68427819,0.178267375,12.9996653,-0.509766102,1.86137659e-05,4.7496651e-05,0.000902175903,-25.6255283,-0.00012397766113281136,69.562381925631612
125,-152.917236328125,0.5004766583442688,1.6532457038920256e-06,0.0293470025,-0.706484616,-0.706510544,0.029348176,12.9996176,-0.508154392,2.18051173e-05,4.25876497e-05,0.000911712646,-25.6257572,-0.0001183986663818348,69.564745696833
126,-152.70057678222656,0.50048130750656128,2.0468100956350099e-06,-0.120908178,-0.696680307,-0.696706891,-0.120901659,12.9996471,-0.508163929,2.27451455e-05,4.48913634e-05,0.000940322876,-25.6257629,-0.00011202494303385303,69.572984821921494
127,-152.48391723632812,0.50049132108688354,2.350911699977587e-06,-0.265680283,-0.655286252,-0.655312181,-0.265668809,12.9996605,-0.508154392,1.94476161e-05,3.34494398e-05,0.000925064087,-25.6256409,-0.00010614395141601448,69.579924634640889
128,-152.26725769042969,0.50047695636749268,2.6466339022590546e-06,-0.398404866,-0.584179699,-0.58420378,-0.398388922,12.999711,-0.510405123,1.80778479e-05,3.28509122e-05,0.000938415527,-25.6255074,-0.0001004854838053374,69.586993270495057
129,-152.05059814453125,0.50048160552978516,2.9413984066195553e-06,-0.513065636,-0.48658374,-0.486604661,-0.513045728,12.9996424,-0.508106709,1.79477811e-05,3.61952407e-05,0.000955581665,-25.6257401,-9.5669428507485837e-05,69.590591967489544
130,-151.83393859863281,0.50046455860137939,3.2021994229580741e-06,-0.604462087,-0.366924226,-0.366940975,-0.60443908,12.9997053,-0.509861529,1.66032551e-05,2.90356547e-05,0.000968933105,-25.6257515,-8.9708964029946775e-05,69.60188435452396
131,-151.61727905273438,0.50048398971557617,3.4712977594608674e-06,-0.668450594,-0.230625391,-0.230637044,-0.668425322,12.9996367,-0.506323397,1.59138363e-05,3.5002653e-05,0.000982284546,-25.6260586,-8.4797541300454582e-05,69.608596868489556
132,-151.40061950683594,0.50047558546066284,3.6665371681010583e-06,-0.702127993,-0.0838704333,-0.0838763788,-0.702101767,12.9997673,-0.50956583,1.39158346e-05,2.6927366e-05,0.000993728638,-25.6257839,-7.87417093912749e-05,69.623025888053235
133,-151.1839599609375,0.50048887729644775,3.8182984098966699e-06,-0.703968048,0.0666882694,0.0666884035,-0.70394206,12.9997168,-0.507515371,1.11924846e-05,2.15161999e-05,0.000995635986,-25.6259308,-7.4863433837889487e-05,69.626442775698962
134,-150.96730041503906,0.50047910213470459,3.9643227864871733e-06,-0.673887432,0.21422191,0.214228183,-0.673862875,12.999795,-0.5099473,9.7281436e-06,1.92154403e-05,0.00100326538,-25.6257305,-7.0142745971678546e-05,69.635602514089854
135,-150.75064086914062,0.50047975778579712,4.1092539504461456e-06,-0.6132496,0.352042764,0.352055043,-0.613227665,12.9997482,-0.508535922,9.17714624e-06,1.29068721e-05,0.00101470947,-25.6259155,-6.6725413004556155e-05,69.638432249400879
136,-150.53398132324219,0.50049245357513428,4.2101128201466054e-06,-0.524804473,0.473900229,0.473917961,-0.524786234,12.9997501,-0.50786823,6.81688107e-06,9.68942186e-06,0.00102043152,-25.6258659,-6.252924601236865e-05,69.646531278828775
137,-150.31732177734375,0.50046932697296143,4.3540539991226979e-06,-0.412563294,0.57426852,0.574290931,-0.412549525,12.9998264,-0.511053562,8.03136936e-06,1.82610602e-05,0.00101470947,-25.6257,-5.8364868164061358e-05,69.655448597427508
138,-150.10066223144531,0.50049436092376709,4.5154592953622341e-06,-0.281613231,0.648598135,0.648624182,-0.281604499,12.9996929,-0.506256521,9.45638385e-06,1.49779371e-05,0.00100898743,-25.6260338,-5.5472056070962401e-05,69.658085126739948
139,-149.88400268554688,0.50047415494918823,4.6485679376928601e-06,-0.137895674,0.693516791,0.693545282,-0.137892321,12.9998388,-0.511063159,8.02073009e-06,1.56687602e-05,0.00100708008,-25.6256542,-5.0354003906248859e-05,69.674139346052939
140,-149.66734313964844,0.50047695636749268,4.8308047553291544e-06,0.0120768193,0.706988811,0.707018495,0.0120744407,12.9997435,-0.508011341,9.43152918e-06,1.676174e-05,0.00103759766,-25.6260376,-4.7667821248371258e-05,69.677503206875542
141,-149.45068359375,0.50048089027404785,4.9556820158613846e-06,0.161501601,0.688402712,0.688432217,0.161493525,12.9997816,-0.508249819,7.88304351e-06,1.1641343e-05,0.00102996826,-25.6259937,-4.3392181396483237e-05,69.690598816096198
142,-149.23402404785156,0.50048428773880005,5.0510088840383105e-06,0.303602934,0.638601303,0.638629198,0.303589374,12.9998055,-0.508574009,6.05507921e-06,1.24584258e-05,0.0010509491,-25.6259499,-3.9752324422199386e-05,69.701076837946658
143,-149.01736450195312,0.50048208236694336,5.1688439270947129e-06,0.431937486,0.559843004,0.559867859,0.43191874,12.9998264,-0.509146214,7.00006467e-06,2.50760495e-05,0.00108528137,-25.6259251,-3.6509831746418137e-05,69.710149470930503
144,-148.80070495605469,0.50049054622650146,5.2977316045144107e-06,0.54068625,0.455698997,0.45571965,0.540663004,12.9998074,-0.508297443,7.98351448e-06,1.38957657e-05,0.00109291077,-25.6259098,-3.3617019653319181e-05,69.717994729945744
145,-148.58404541015625,0.50046420097351074,5.4402171372203156e-06,0.624917746,0.330891907,0.330907345,0.624890983,12.9998741,-0.511101246,8.33354989e-06,2.36091673e-05,0.00110435486,-25.6258621,-3.0406316121418139e-05,69.728347797542995
146,-148.36738586425781,0.50050449371337891,5.6564090300526004e-06,0.680813491,0.191078871,0.191088319,0.680784285,12.9997215,-0.504949987,1.16723277e-05,2.66365969e-05,0.0011100769,-25.626194,-2.8308232625324389e-05,69.733101894625392
147,-148.15072631835938,0.50046610832214355,5.9177700677537359e-06,0.70583725,0.0426046327,0.0426076949,0.705806851,12.9999552,-0.512979925,1.48648523e-05,3.2859607e-05,0.00110435486,-25.6256294,-2.3667017618813972e-05,69.752902780748556
148,-147.93406677246094,0.50048309564590454,6.0964162003074307e-06,0.69885534,-0.107805088,-0.107808538,0.69882524,12.999753,-0.506495059,1.25522638e-05,2.20776274e-05,0.00110626221,-25.6262512,-2.2919972737629075e-05,69.751535264253263
149,-147.7174072265625,0.50047582387924194,6.2087497099128086e-06,0.660183787,-0.253325135,-0.25333491,0.660155475,12.9998789,-0.509451389,8.30657336e-06,5.09663005e-06,0.00110626221,-25.6260529,-1.8803278605142096e-05,69.769619992697699
150,-147.50074768066406,0.50048160552978516,6.3585334828530904e-06,0.591575801,-0.387358844,-0.38737458,0.591550589,12.9998512,-0.508020878,7.63625303e-06,1.17927157e-05,0.00111579895,-25.6261787,-1.6784667968748866e-05,69.776684916617739
151,-147.28408813476562,0.50047725439071655,6.5202907535422128e-06,0.496143013,-0.503827393,-0.503848433,0.496122003,12.999897,-0.509108067,8.95510493e-06,2.42503302e-05,0.0011100769,-25.6260967,-1.4305114746092617e-05,69.786867534509625
152,-147.06742858886719,0.50049352645874023,6.6759148467099294e-06,0.378212184,-0.597449839,-0.59747535,0.378196478,12.9998646,-0.507496297,8.62690104e-06,9.86141458e-06,0.00113868713,-25.6261539,-1.2588500976561366e-05,69.793277112820547
153,-146.85076904296875,0.50047451257705688,6.7860378294426482e-06,0.243132368,-0.663980305,-0.664009213,0.243122935,12.9999571,-0.510920048,6.42999021e-06,1.0295189e-05,0.00116348267,-25.6259346,-1.0331471761066574e-05,69.803187027819234
154,-146.63410949707031,0.50048971176147461,6.8581875893869437e-06,0.0970259532,-0.700403035,-0.700434148,0.0970235839,12.9998503,-0.507286489,4.723026e-06,8.93166725e-06,0.00119972229,-25.6262226,-9.6162160237618864e-06,69.80481593777246
155,-146.41744995117188,0.50048398971557617,6.9250263550202362e-06,-0.0534786955,-0.705065846,-0.705097795,-0.0534736887,12.9999294,-0.509813786,4.46217973e-06,1.14549985e-05,0.00120925903,-25.6259575,-7.1207682291655318e-06,69.816797969292452
156,-146.20079040527344,0.50047564506530762,6.9402617555169854e-06,-0.201559275,-0.677757442,-0.677788734,-0.201546758,12.9999046,-0.50948,2.85497777e-06,9.95225855e-06,0.00124931335,-25.6260986,-5.9445699055978234e-06,69.821828670370039
157,-145.984130859375,0.50047528743743896,6.980961643421324e-06,-0.34050101,-0.61971575,-0.619744956,-0.340481579,12.9998856,-0.508383334,2.68419353e-06,-1.10164547e-06,0.00122070312,-25.6262341,-4.3551127115874064e-06,69.829503508795611
158,-145.76747131347656,0.50048190355300903,7.0047403823991772e-06,-0.46400252,-0.533572555,-0.533598363,-0.463977188,12.999897,-0.507963657,2.0106952e-06,3.34520882e-06,0.00122451782,-25.626276,-2.4477640787749064e-06,69.839375496230971
159,-145.55081176757812,0.50048351287841797,7.0394685280916747e-06,-0.566463232,-0.423234642,-0.423255801,-0.566433132,12.9999342,-0.508774281,1.95143707e-06,3.8164726e-06,0.00122642517,-25.6261768,-7.3115030924365637e-07,69.848611096471487
160,-145.33415222167969,0.50047570466995239,7.1113131525635254e-06,-0.643237531,-0.293704927,-0.293720514,-0.643203914,12.9999533,-0.509451389,3.79979747e-06,6.72643364e-06,0.00123023987,-25.6261864,3.6557515462353104e-07,69.85471008671081
161,-145.11749267578125,0.50048178434371948,7.1397907959180884e-06,-0.690844119,-0.150856256,-0.150865555,-0.690808594,12.9999208,-0.507992268,2.52911673e-06,2.97064253e-06,0.00123596191,-25.6263294,1.1444091796886352e-06,69.859252118423484
162,-144.90083312988281,0.5004766583442688,7.1586073318030685e-06,-0.707123816,-0.00116735476,-0.00116972614,-0.707087934,12.9999704,-0.509193957,1.36106962e-06,-1.36205927e-08,0.0012512207,-25.6262684,2.463658650717281e-06,69.867070958471032
163,-144.68417358398438,0.50049376487731934,7.1338176894641947e-06,-0.69133842,0.148574665,0.148579508,-0.69130379,12.9999352,-0.507410526,-8.33290869e-07,-6.21756044e-06,0.00127220154,-25.626318,2.9563903808605101e-06,69.87047653895722
164,-144.46749877929688,0.50046777725219727,7.04855119693093e-06,-0.64420414,0.291578203,0.291590244,-0.644172549,13.0000381,-0.511368275,-4.01803572e-06,-1.44061341e-05,0.00128936768,-25.6261082,4.0372212727875934e-06,69.87736351824212
165,-144.25083923339844,0.50049448013305664,6.8924509832868353e-06,-0.567857146,0.421361774,0.421380579,-0.567830086,12.9998884,-0.506084859,-7.56297777e-06,-7.30963075e-06,0.00129508972,-25.6264458,3.4014383951834269e-06,69.874689067540757
166,-144.03416442871094,0.50046688318252563,6.7536930146161467e-06,-0.465761393,0.532036602,0.532061398,-0.465740204,13.0000477,-0.511568546,-7.53209633e-06,-1.8045117e-05,0.00131225586,-25.6260929,5.2611033121756141e-06,69.886137069007674
167,-143.8175048828125,0.50049573183059692,6.6008542489726096e-06,-0.342543781,0.618587375,0.618616998,-0.342529416,12.9998827,-0.505856037,-8.22405946e-06,-6.43006206e-06,0.00129890442,-25.6264534,4.4663747151704061e-06,69.882845147426224
168,-143.600830078125,0.500465989112854,6.4860992097237613e-06,-0.203795418,0.677086711,0.677119851,-0.203788429,13.0000534,-0.511797428,-6.28439921e-06,-7.74577347e-06,0.00129318237,-25.6260509,6.4214070638032184e-06,69.895092468747634
169,-143.38417053222656,0.50048923492431641,6.3551192397426348e-06,-0.0558032282,0.704883873,0.704918981,-0.0558039695,12.9998846,-0.506161213,-6.78392735e-06,-1.59200208e-05,0.00131225586,-25.6265316,5.5313110351573849e-06,69.89153158642246
170,-143.16751098632812,0.50047767162322998,6.1908399402454961e-06,0.0947175398,0.700717211,0.700752676,0.0947088525,13.0000296,-0.510176182,-8.67981453e-06,-1.63667792e-05,0.00132369995,-25.6261711,7.454554239909989e-06,69.903850861366124
171,-142.95085144042969,0.50048673152923584,6.0640727497229818e-06,0.240944311,0.664775908,0.664810181,0.24092795,12.9999552,-0.507944524,-7.78944377e-06,-1.22541533e-05,0.00133514404,-25.6263447,6.9618225097667599e-06,69.902809108222087
172,-142.73419189453125,0.50046634674072266,5.8964478739653714e-06,0.376244754,0.598690093,0.598721623,0.376221538,13.0000238,-0.510500431,-9.3145627e-06,-2.59265653e-05,0.00131797791,-25.626236,7.7088673909516564e-06,69.908741450187122
173,-142.51753234863281,0.50048881769180298,5.6989570111909416e-06,0.494485438,0.505454957,0.505482197,0.494456381,12.999918,-0.506275654,-1.07105607e-05,-1.60034324e-05,0.00133705139,-25.6265755,7.311503092449052e-06,69.908305809209637
174,-142.30085754394531,0.50047731399536133,5.5108325796027202e-06,0.590301812,0.389300942,0.389322609,0.590268195,13.0000467,-0.510176182,-1.14120839e-05,-2.65520648e-05,0.00133514404,-25.6262093,8.6784362792980097e-06,69.91786727631181
175,-142.08419799804688,0.50049310922622681,5.2843824960291386e-06,0.659350872,0.255493104,0.255508214,0.659314275,12.9999609,-0.507524908,-1.29581267e-05,-3.00279426e-05,0.00134086609,-25.6263466,7.8996022542329057e-06,69.91548071351319
176,-141.86752319335938,0.50046151876449585,5.1045867621724028e-06,0.698500931,0.110100761,0.110108525,0.698462903,13.0000658,-0.51167345,-1.20428131e-05,-2.30730802e-05,0.00134658813,-25.6261749,8.5512797037771768e-06,69.921091075460282
177,-141.65086364746094,0.50047892332077026,4.9916998250409961e-06,0.705977082,-0.0402871445,-0.0402871184,0.705939293,12.9999132,-0.50622797,-8.94401273e-06,-1.69638224e-05,0.00135421753,-25.626688,7.454554239909989e-06,69.916855889076132
178,-141.4342041015625,0.50047814846038818,4.8486390369362198e-06,0.681439579,-0.188846603,-0.188854486,0.681403756,13.0000286,-0.508793414,-8.69155883e-06,-1.67178296e-05,0.00136947632,-25.6264324,8.9009602864594672e-06,69.926906022541061
179,-141.21754455566406,0.50048595666885376,4.7091152737266384e-06,0.626001358,-0.328842521,-0.328858078,0.625969112,13.0000114,-0.508116186,-8.46996045e-06,-1.39954427e-05,0.00137519836,-25.6264305,8.4241231282563422e-06,69.926299908997507
180,-141.00088500976562,0.50048673152923584,4.5684928409173153e-06,0.542176783,-0.453925937,-0.453948557,0.542149723,13.0000353,-0.50912708,-8.59313059e-06,-1.72640648e-05,0.00139045715,-25.6262817,8.2333882649750929e-06,69.927216657413439
181,-140.78422546386719,0.50047951936721802,4.4894418351759668e-06,0.433766961,-0.558425546,-0.558454394,0.433746248,13.0000277,-0.509661138,-6.09507288e-06,-6.86887506e-06,0.00139808655,-25.6262512,7.6452891031912383e-06,69.925815018095975
182,-140.56756591796875,0.50047868490219116,4.3968175305053592e-06,0.305687129,-0.637603343,-0.637637019,0.305673748,12.9999895,-0.508707523,-4.78375796e-06,-1.04636856e-05,0.00140571594,-25.6263752,7.1843465169282174e-06,69.92500055439605
183,-140.35090637207031,0.50047218799591064,4.3956383706245106e-06,0.163745224,-0.687868297,-0.68790549,0.16373989,13.0000048,-0.509041369,-1.76884316e-06,-8.70335498e-07,0.00140953064,-25.626421,7.3591868082693635e-06,69.927712911110603
184,-140.13424682617188,0.50049710273742676,4.370679562271107e-06,0.0143778585,-0.706941068,-0.706980109,0.0143807679,12.9999571,-0.50660938,-1.3582702e-06,-2.29434227e-06,0.00140571594,-25.6264591,7.2797139485688429e-06,69.929012261586351
185,-139.91757202148438,0.5004580020904541,4.3603981794149149e-06,-0.135639697,-0.693956971,-0.693996072,-0.135628641,13.0001097,-0.512474537,-9.02692818e-07,-2.24541873e-06,0.00141334534,-25.6261501,7.9949696858735304e-06,69.934838572047184
186,-139.70091247558594,0.50048154592514038,4.3732093217840884e-06,-0.27951014,-0.649503767,-0.64954108,-0.279491305,12.9999113,-0.505569994,9.69383507e-09,8.46674084e-07,0.00142669678,-25.6267948,6.167093912761551e-06,69.926288648731841
187,-139.48423767089844,0.50046926736831665,4.3164673115825281e-06,-0.410703987,-0.57559824,-0.575632095,-0.410678148,13.0000763,-0.509727955,-2.27886653e-06,-7.00197415e-06,0.00143432617,-25.6264763,7.6452891031912383e-06,69.936213807518385
188,-139.267578125,0.50049310922622681,4.1874136513797566e-06,-0.523274541,-0.475590855,-0.475619525,-0.52324295,12.9999943,-0.506428182,-5.97616827e-06,-2.56185158e-05,0.00143432617,-25.6266193,6.3737233479829052e-06,69.930762581034259
189,-139.0509033203125,0.50047487020492554,3.9668007048021536e-06,-0.612115026,-0.354018867,-0.354040891,-0.612079144,13.0001135,-0.510862768,-1.22469937e-05,-3.30635594e-05,0.00144195557,-25.6262493,6.4690907796235299e-06,69.932827171497792
190,-138.83424377441406,0.50048208236694336,3.6490030197455781e-06,-0.673199296,-0.216392174,-0.216406479,-0.673160732,13.0000029,-0.507849216,-1.73006938e-05,-3.65258893e-05,0.00144958496,-25.6265202,4.577636718751134e-06,69.923549852196999
191,-138.61758422851562,0.50049597024917603,3.2651519177306909e-06,-0.703756154,-0.0689540505,-0.068959862,-0.703716755,13.0000153,-0.508049488,-2.09587488e-05,-4.09464192e-05,0.00145530701,-25.6263275,4.5299530029308217e-06,69.924368105720902
192,-138.40090942382812,0.50047266483306885,2.9118273232597858e-06,-0.702400625,0.0816096067,0.0816126242,-0.70236218,13.0000792,-0.511349201,-2.08598049e-05,-3.9022445e-05,0.0014629364,-25.6261196,4.2756398518891551e-06,69.923993071012461
193,-138.18424987792969,0.50049084424972534,2.5403971903870115e-06,-0.669194043,0.228474364,0.22848621,-0.66915834,12.9999361,-0.506971836,-2.1257556e-05,-3.79931298e-05,0.00147628784,-25.6264362,2.9563903808605093e-06,69.917466023617393
194,-137.96757507324219,0.50046944618225098,2.227860250059166e-06,-0.605642855,0.3649773,0.364997536,-0.605611444,13.0000467,-0.510910511,-1.89518523e-05,-3.31891788e-05,0.00148391724,-25.6261768,4.0213267008474885e-06,69.924262090170998
195,-137.75091552734375,0.50047981739044189,1.8921591617981903e-06,-0.514627039,0.484931707,0.484959483,-0.514601409,12.999938,-0.507238865,-1.93427295e-05,-4.20369906e-05,0.00148963928,-25.6265411,3.2424926757823845e-06,69.920765592417339
196,-137.53425598144531,0.50047767162322998,1.5962109500833321e-06,-0.40027535,0.582895577,0.58292973,-0.400256693,13.0000124,-0.508907795,-1.88974664e-05,-3.78801778e-05,0.00149726868,-25.6264019,4.2756398518891551e-06,69.927447994725227
197,-137.31759643554688,0.50048625469207764,1.2919188066007337e-06,-0.267772555,0.654427409,0.654466391,-0.267761797,12.9999952,-0.508030355,-1.86757261e-05,-3.6525802e-05,0.00149917603,-25.6264114,4.0690104166678008e-06,69.92728510191354
198,-137.10092163085938,0.50046646595001221,1.097651647796738e-06,-0.123127848,0.69628334,0.696325541,-0.123125389,13.0000525,-0.510443211,-1.43663483e-05,-2.75377388e-05,0.00149726868,-25.6263313,4.1484832763683213e-06,69.928709473233994
199,-136.88426208496094,0.50048172473907471,8.5404496985574951e-07,0.0271021817,0.706565619,0.70660907,0.0270961151,12.999958,-0.506752551,-1.47808969e-05,-3.28857132e-05,0.00151443481,-25.6266594,3.2742818196625923e-06,69.924697775698249
200,-136.66758728027344,0.50047612190246582,5.8199316299578641e-07,0.176101983,0.684807599,0.684850276,0.176087588,13.0000534,-0.509279728,-1.64041176e-05,-3.68947512e-05,0.00151634216,-25.6264362,3.9736429850271753e-06,69.929478511704318
201,-136.45091247558594,0.50047451257705688,3.0184028787516581e-07,0.317117006,0.631995797,0.632035673,0.317094713,13.0000334,-0.508526385,-1.70587846e-05,-3.49145921e-05,0.00154495239,-25.6265659,3.0835469563813417e-06,69.925334203357721
202,-136.23423767089844,0.50047504901885986,3.0254142302510445e-08,0.443752199,0.55052495,0.550560176,0.443722785,13.0000429,-0.508326113,-1.6981634e-05,-3.59045443e-05,0.00156402588,-25.6266232,2.5272369384776957e-06,69.922887014001333
203,-136.01756286621094,0.50048148632049561,-2.8036140520271147e-07,0.550264657,0.444089592,0.444118321,0.550229251,13.0000467,-0.507992268,-1.82126078e-05,-2.66604256e-05,0.00158691406,-25.6266212,1.8119812011730082e-06,69.919398063446224
204,-135.80088806152344,0.50046974420547485,-5.4251171377472929e-07,0.631824315,0.317516595,0.317537457,0.63178432,13.0000954,-0.509613514,-1.61291482e-05,-3.19286773e-05,0.00159835815,-25.6265411,1.0331471761079041e-06,69.915374958829361
205,-135.58421325683594,0.50047892332077026,-7.9398694197152508e-07,0.684733152,0.17654413,0.176556081,0.684690297,13.0000429,-0.507410586,-1.44820888e-05,-2.31581289e-05,0.00161743164,-25.6267586,-5.5631001790251264e-07,69.906529467889456
206,-135.36753845214844,0.50047814846038818,-1.0667781680240296e-06,0.70659107,0.0275666937,0.027569022,0.70654732,13.0001001,-0.508764744,-1.49262678e-05,-2.47858807e-05,0.00161933899,-25.6266365,-1.2715657552072001e-06,69.902305585315858
207,-135.15086364746094,0.50046586990356445,-1.2983163060198422e-06,0.696407259,-0.122661151,-0.122668549,0.696364641,13.0001125,-0.509375155,-1.37767438e-05,-2.50575977e-05,0.00162315369,-25.6266804,-2.9404958089181376e-06,69.892456163643558
208,-134.93418884277344,0.5004812479019165,-1.5242299014062155e-06,0.65464294,-0.267327636,-0.267344534,0.654603302,13.0000544,-0.506781101,-1.33850081e-05,-2.83560476e-05,0.00163078308,-25.6268806,-4.816055297850429e-06,69.88102709740869
209,-134.71751403808594,0.50046980381011963,-1.7772911178326467e-06,0.583192706,-0.399870396,-0.399896026,0.583157897,13.0001488,-0.509613514,-1.42970275e-05,-2.72918551e-05,0.00163078308,-25.6266613,-5.7220458984363667e-06,69.874696932218527
210,-134.50083923339844,0.50047200918197632,-2.0223828869347926e-06,0.485295534,-0.514281034,-0.514314234,0.485267103,13.0000944,-0.507858813,-1.41340552e-05,-2.85215065e-05,0.00163269043,-25.6268654,-8.2015991210926163e-06,69.859150020602343
211,-134.28416442871094,0.50048303604125977,-2.1949531401332933e-06,0.365391672,-0.605369985,-0.605409265,0.365370899,13.000104,-0.507534504,-1.16826777e-05,-1.93554552e-05,0.00162315369,-25.6267834,-9.7751617431629292e-06,69.848194440344685
212,-134.06748962402344,0.50046145915985107,-2.2949768663238501e-06,0.228918806,-0.669006526,-0.669050276,0.228906631,13.0001717,-0.510376513,-8.38713913e-06,-1.83815464e-05,0.00163841248,-25.6266823,-1.1507670084634283e-05,69.835954584127592
213,-133.85081481933594,0.50048482418060303,-2.3438994958269177e-06,0.0820632726,-0.702305794,-0.702351987,0.0820603147,13.0000505,-0.505922794,-5.16695854e-06,-1.31520501e-05,0.00165176392,-25.6270027,-1.4368693033853033e-05,69.816846797196021
214,-133.63414001464844,0.50046646595001221,-2.3876980321801966e-06,-0.0685117021,-0.703756869,-0.703803599,-0.0685052425,13.0001869,-0.51035744,-3.88963099e-06,-8.49044591e-06,0.00165557861,-25.6266537,-1.5211105346678553e-05,69.808603541736531
215,-133.41746520996094,0.50047481060028076,-2.3694433366472367e-06,-0.215981603,-0.673294127,-0.673339248,-0.215965882,13.0000877,-0.507200778,-1.18304649e-06,-9.61154001e-09,0.00166511536,-25.6269512,-1.8326441446938971e-05,69.787158361067824
216,-133.20079040527344,0.50046789646148682,-2.2860401713842293e-06,-0.353656709,-0.612299085,-0.612340629,-0.353632301,13.0001497,-0.508860171,2.88134424e-06,6.67189306e-06,0.0016708374,-25.6268444,-1.9788742065428556e-05,69.774426053009833
217,-132.98411560058594,0.50047308206558228,-2.1211367311479989e-06,-0.475294948,-0.523537159,-0.523573279,-0.475262761,13.0001192,-0.507572711,7.97789198e-06,2.14063693e-05,0.00168800354,-25.6269779,-2.228418986002491e-05,69.755435600626001
218,-132.76744079589844,0.500468909740448,-1.8647155002327054e-06,-0.575379372,-0.411034018,-0.411063105,-0.575340629,13.0001602,-0.508574069,1.30212748e-05,2.89784512e-05,0.00170135498,-25.6269207,-2.427101135253793e-05,69.738759710920945
219,-132.55076599121094,0.50049203634262085,-1.6897423620321206e-06,-0.649371505,-0.279891431,-0.279911995,-0.649327993,13.0001125,-0.506542623,1.14043223e-05,2.61457462e-05,0.00170898438,-25.6269093,-2.6941299438475431e-05,69.717700889737756
220,-132.33409118652344,0.50046133995056152,-1.4944151871532085e-06,-0.693915606,-0.136058301,-0.136069313,-0.693869233,13.0002365,-0.51161623,1.21880021e-05,2.89048876e-05,0.00171661377,-25.6265926,-2.8816858927407721e-05,69.70055136776304
