# variant=prism-Nmax prism_sides=42 steps=600 dt=0.016666666666666666 substeps=4
# config v=prism-Nmax N=42 R=0.514100015 W=0.4375 m=44 iS=0.699999988 iT=0.550000012 rho=77 gnd=400/1/60 mu=1 g=10 x0=-180 v0=13 gap=0.00100000005 load=1900 ctl=1 tgt=13 kp=440 ki=1100 fmax=1900 dt=0.016666666666666666 sub=4
step,px,py,pz,qx,qy,qz,qw,vx,vy,vz,wx,wy,wz,integral,w_drive_signed
84,-161.99406433105469,0.50695574283599854,0.14857150614261627,0.101894602,0.699460864,0.697229266,0.11934597,13.0997992,-1.13932431,0.300838202,0.625349641,-0.00450897217,-25.0699406,0.16317013104756681,2979.295459928504
85,-161.77877807617188,0.51809477806091309,0.15445032715797424,0.246512666,0.657402813,0.662112296,0.262031376,12.9361534,0.284797311,0.35272941,0.695795298,-0.0102596283,-25.3005772,0.16150681177775073,3008.5258877032466
86,-161.56236267089844,0.51583898067474365,0.16032914817333221,0.379959553,0.587250352,0.596765101,0.393241882,13.0140877,-0.434899688,0.35272941,0.695316017,-0.0238742828,-25.3005924,0.16257092157999681,3053.1533615695698
87,-161.3465576171875,0.52356809377670288,0.16514869034290314,0.495618135,0.492925197,0.504238486,0.507080734,12.9729004,0.300759792,0.289172858,0.56434685,0.0100440979,-25.1413231,0.16233612696329758,3090.4784361673101
88,-161.12959289550781,0.52108389139175415,0.16996823251247406,0.589635074,0.376861691,0.390119553,0.59842509,13.0450554,-0.418937206,0.289172858,0.566245973,0.0105648041,-25.1412659,0.16278778711954758,3131.8950885519052
89,-160.91154479980469,0.50660473108291626,0.17478777468204498,0.657907903,0.244331181,0.258968323,0.663622618,13.1053734,-1.1386342,0.289172858,0.568154931,0.0100574493,-25.1412334,0.16203686396280931,3166.6772288368779
90,-160.69584655761719,0.51674956083297729,0.18018093705177307,0.698760331,0.0992431864,0.11609064,0.698861837,12.960865,0.202136874,0.323589414,0.626885355,-0.00169181824,-25.3610439,0.16028064092000333,3195.164402696867
91,-160.47874450683594,0.51739698648452759,0.18435731530189514,0.706697762,-0.0491374359,-0.0319964848,0.705081582,13.0537214,-0.252947032,0.250582278,0.483134568,0.0122509003,-25.2551079,0.16093289057413743,3237.2687668986632
92,-160.26235961914062,0.52270680665969849,0.18980555236339569,0.684026599,-0.195331857,-0.178537756,0.679762721,13.0048342,0.245821834,0.326894611,0.634502769,-0.0110015869,-25.1736393,0.16003753344217941,3270.5153548254311
93,-160.044921875,0.51930701732635498,0.19525378942489624,0.631990671,-0.332503349,-0.317012012,0.624125659,13.0707102,-0.473875165,0.326894611,0.634122968,-0.0129585266,-25.1736507,0.15995696385701502,3308.4017340734172
94,-159.82650756835938,0.50392729043960571,0.20070202648639679,0.552283704,-0.455121279,-0.441594303,0.541148722,13.1255732,-1.19357216,0.326894611,0.632763147,-0.0144367218,-25.1737041,0.158778460820516,3340.0869070714994
95,-159.61064147949219,0.51332771778106689,0.20708318054676056,0.447918594,-0.558236003,-0.548538387,0.43225807,12.9684963,0.140972555,0.382869363,0.746938527,-0.00318336487,-25.4519939,0.15668557484944667,3365.8951046660927
96,-159.39344787597656,0.51664513349533081,0.21218433976173401,0.32351613,-0.636742949,-0.629663289,0.305646777,13.0582943,-0.298981011,0.306069255,0.590174198,0.00612640381,-25.3521366,0.15721063613891609,3406.4227725163355
97,-159.17642211914062,0.5206223726272583,0.21712188422679901,0.184650794,-0.687475085,-0.682455003,0.165943578,13.0422668,0.028195262,0.29625237,0.574276567,0.0112934113,-25.2643852,0.15623906453450528,3438.4376704592037
98,-158.95901489257812,0.51877599954605103,0.22322508692741394,0.038156487,-0.707038701,-0.705893338,0.0188405961,13.0664816,-0.33444351,0.366192162,0.710230589,-0.0148525238,-25.2239571,0.15553461710611988,3471.8150305176964
99,-158.74067687988281,0.50570511817932129,0.22932828962802887,-0.109869771,-0.695307553,-0.698443294,-0.12904653,13.1202078,-1.05414057,0.366192162,0.7095173,-0.0170230865,-25.2239532,0.15442659060160327,3502.8303662078774
100,-158.524169921875,0.51166796684265137,0.23574908077716827,-0.25451842,-0.651432097,-0.660742521,-0.272536129,13.0072117,-0.065571636,0.385247052,0.750421226,-9.72747803e-05,-25.490572,0.15242312749226897,3528.1896214364797
101,-158.30679321289062,0.51692122220993042,0.23942777514457703,-0.386781782,-0.579950929,-0.592425108,-0.403843224,13.0661201,-0.173006177,0.22072193,0.423383981,0.0187473297,-25.422102,0.15230293273925791,3564.0108904197555
102,-158.089111328125,0.51901930570602417,0.2433398962020874,-0.501301408,-0.483871222,-0.496813059,-0.517438233,13.0803947,-0.0751364827,0.234726787,0.460953265,0.0248470306,-25.3332596,0.15120093027750661,3594.1917999331372
103,-157.87187194824219,0.52332746982574463,0.24859382212162018,-0.593941271,-0.365889728,-0.380089015,-0.607363999,13.0528326,0.164629102,0.315235883,0.622025311,-0.00376319885,-25.2401428,0.14986101786295583,3622.6790274489313
104,-157.65376281738281,0.51901233196258545,0.25384774804115295,-0.660538018,-0.231899545,-0.247116521,-0.669959366,13.1064711,-0.555067897,0.315235883,0.638072491,-0.000419616699,-25.2397766,0.14898047447204599,3653.610468256265
105,-157.4356689453125,0.5059208869934082,0.26014482975006104,-0.698621452,-0.0868481249,-0.102642313,-0.702744722,13.1026125,-1.06279516,0.377825499,0.743201852,5.34057617e-05,-25.3564415,0.14720595677693693,3679.1673879409823
106,-157.21902465820312,0.5138704776763916,0.26556494832038879,-0.70422554,0.0624897815,0.0474024415,-0.7056306,13.0153189,0.0604775548,0.325206399,0.648821592,-0.0138835907,-25.4962788,0.14549574851989755,3704.4988979522195
107,-157.00132751464844,0.51554244756698608,0.27070516347885132,-0.680110395,0.208669171,0.194478557,-0.675340712,13.0836802,-0.328286976,0.308412939,0.59955281,-0.00592041016,-25.4065151,0.14524043401082365,3737.9287954832371
108,-156.78399658203125,0.52015632390975952,0.27560949325561523,-0.624019146,0.345542282,0.332509696,-0.616958618,13.0571747,0.00775378942,0.294260502,0.573990405,-0.00247192383,-25.3325996,0.14384576479593922,3764.6840802361612
109,-156.56643676757812,0.51947706937789917,0.28116846084594727,-0.54087162,0.466824651,0.455687314,-0.530925274,13.0729284,-0.20953238,0.333538175,0.645805836,-0.0165901184,-25.2557144,0.14289285341898608,3793.6784151006673
110,-156.35066223144531,0.52672368288040161,0.28833544254302979,-0.434685856,0.56690836,0.558869183,-0.421104014,12.9641161,0.507398248,0.430018067,0.830916107,-0.0511837006,-25.0867863,0.14167737960815438,3820.7072208383456
111,-156.1339111328125,0.52768349647521973,0.2955024242401123,-0.310856789,0.641159058,0.637620986,-0.292784542,13.02913,-0.212298751,0.430018067,0.811208844,-0.0783557892,-25.087389,0.14227544466654468,3857.9779233848221
112,-155.91619873046875,0.51664835214614868,0.30266940593719482,-0.173531517,0.687704682,0.688432753,-0.151688665,13.0835581,-0.931995749,0.430018067,0.78049171,-0.0917510986,-25.0883408,0.14178994496663419,3889.3099479084613
113,-155.70001220703125,0.51827424764633179,0.30597439408302307,-0.0271281116,0.706513822,0.707161546,-0.00498892367,12.9884138,-0.305631936,0.198300153,0.378117859,0.0499973297,-25.1731129,0.14039731025695809,3915.1143290368527
114,-155.48492431640625,0.52434772253036499,0.31197971105575562,0.120084457,0.69381988,0.695706606,0.142077848,12.9280643,0.41484499,0.360319644,0.702262342,-0.0189971924,-25.0051231,0.14059041341145842,3949.4889671591432
115,-155.26872253417969,0.523764967918396,0.31798502802848816,0.26164031,0.649924278,0.655376077,0.282179177,12.9986324,-0.304852009,0.360319644,0.71067965,-0.0123291016,-25.0049,0.14178934097290047,3989.8499683459672
116,-155.05146789550781,0.51118725538253784,0.3239903450012207,0.391929686,0.5778929,0.586767912,0.410041928,13.0579395,-1.02454901,0.360319644,0.721291482,-0.0108394623,-25.0046005,0.14181213378906257,4023.9246627268722
117,-154.83641052246094,0.5196259617805481,0.33380824327468872,0.506200731,0.480350316,0.492208183,0.520341873,12.9221334,-0.00622400641,0.589073539,1.1637702,-0.0360507965,-25.1698608,0.14084647496541347,4052.0302931125507
118,-154.62019348144531,0.51622468233108521,0.34264418482780457,0.599228859,0.360580623,0.37779361,0.606777132,13.0002832,-0.448570788,0.530155838,1.02449179,-0.0279006958,-25.0860653,0.14214425086975105,4093.0228742704153
119,-154.40553283691406,0.52526050806045532,0.34963199496269226,0.664731145,0.226494804,0.246170998,0.66800642,12.9016542,0.342886925,0.419268668,0.807106495,0.00960922241,-25.0094013,0.14213953018188483,4126.6175024627255
