phase,step,time_s,chassis_y,chassis_vy,chassis_accel,wheel_y,wheel_vy,compression,suspension_travel,normal_impulse,loaded_points,persisted_points,step_ms
static,31,0.516666667,1.3528332710266113,9.9475187198549975e-07,3.1292472613131395e-06,0.51394456624984741,-1.1368683772161603e-13,0.00015543375015258931,0.11111129522323604,64.666465759277344,2,2,0.005859375
static,32,0.533333333,1.3528332710266113,1.0244548320770264e-06,1.7821776054915972e-06,0.51394456624984741,-1.1368683772161603e-13,0.00015543375015258931,0.11111129522323604,64.666461944580078,2,2,0.005859375
static,33,0.55,1.3528332710266113,1.0542571544647217e-06,1.7881393432617188e-06,0.51394456624984741,-1.1368683772161603e-13,0.00015543375015258931,0.11111129522323604,64.666461944580078,2,2,0.005859375
static,34,0.566666667,1.3528332710266113,1.084059476852417e-06,1.7881393432617188e-06,0.51394456624984741,0,0.00015543375015258931,0.11111129522323604,64.666458129882812,2,2,0.005859375
static,35,0.583333333,1.3528332710266113,1.1095901299995603e-06,1.5318391888285987e-06,0.51394456624984741,6.7734617914538831e-10,0.00015543375015258931,0.11111129522323604,64.666450500488281,2,2,0.005615234375
static,36,0.6,1.3528332710266113,1.1319418717903318e-06,1.3411045074462891e-06,0.51394456624984741,6.7734617914538831e-10,0.00015543375015258931,0.11111129522323604,64.666450500488281,2,2,0.005615234375
static,37,0.616666667,1.3528332710266113,1.1473894119262695e-06,9.2685240815626457e-07,0.51394456624984741,6.7745986598310992e-10,0.00015543375015258931,0.11111129522323604,64.666450500488281,2,2,0.005615234375
static,38,0.633333333,1.3528332710266113,1.1622905731201172e-06,8.9406967163085938e-07,0.51394456624984741,-1.1368683772161603e-13,0.00015543375015258931,0.11111129522323604,64.666450500488281,2,2,0.005859375
static,39,0.65,1.3528332710266113,1.1771917343139648e-06,8.9406967163085938e-07,0.51394456624984741,-1.1368683772161603e-13,0.00015543375015258931,0.11111129522323604,64.666450500488281,2,2,0.005859375
static,40,0.666666667,1.3528332710266113,1.1920928955078125e-06,8.9406967163085938e-07,0.51394456624984741,-1.1368683772161603e-13,0.00015543375015258931,0.11111129522323604,64.666450500488281,2,2,0.005859375
static,41,0.683333333,1.3528332710266113,1.2069940567016602e-06,8.9406967163085938e-07,0.51394456624984741,-1.1368683772161603e-13,0.00015543375015258931,0.11111129522323604,64.666450500488281,2,2,0.005859375
static,42,0.7,1.3528332710266113,1.2218952178955078e-06,8.9406967163085938e-07,0.51394456624984741,-1.1368683772161603e-13,0.00015543375015258931,0.11111129522323604,64.666450500488281,2,2,0.005859375
static,43,0.716666667,1.3528332710266113,1.2367963790893555e-06,8.9406967163085938e-07,0.51394456624984741,-1.1368683772161603e-13,0.00015543375015258931,0.11111129522323604,64.666450500488281,2,2,0.005859375
static,44,0.733333333,1.3528332710266113,1.2516975402832031e-06,8.9406967163085938e-07,0.51394456624984741,-1.1368683772161603e-13,0.00015543375015258931,0.11111129522323604,64.666450500488281,2,2,0.005859375
static,45,0.75,1.3528332710266113,1.2665987014770508e-06,8.9406967163085938e-07,0.51394456624984741,-1.1368683772161603e-13,0.00015543375015258931,0.11111129522323604,64.666450500488281,2,2,0.005859375
static,46,0.766666667,1.3528332710266113,1.2814998626708984e-06,8.9406967163085938e-07,0.51394456624984741,-1.1368683772161603e-13,0.00015543375015258931,0.11111129522323604,64.666450500488281,2,2,0.005859375
static,47,0.783333333,1.3528332710266113,1.2964010238647461e-06,8.9406967163085938e-07,0.51394456624984741,-1.1368683772161603e-13,0.00015543375015258931,0.11111129522323604,64.666450500488281,2,2,0.005859375
static,48,0.8,1.3528332710266113,1.3113021850585938e-06,8.9406967163085938e-07,0.51394456624984741,-1.1368683772161603e-13,0.00015543375015258931,0.11111129522323604,64.666450500488281,2,2,0.005859375
static,49,0.816666667,1.3528332710266113,1.3262033462524414e-06,8.9406967163085938e-07,0.51394456624984741,0,0.00015543375015258931,0.11111129522323604,64.666450500488281,2,2,0.005859375
static,50,0.833333333,1.3528332710266113,1.3411045074462891e-06,8.9406967163085938e-07,0.51394456624984741,0,0.00015543375015258931,0.11111129522323604,64.666450500488281,2,2,0.005859375
static,51,0.85,1.3528332710266113,1.3517339993995847e-06,6.3776951719773933e-07,0.51394456624984741,7.4504775682271429e-09,0.00015543375015258931,0.11111129522323604,64.666450500488281,2,2,0.005859375
static,52,0.866666667,1.3528332710266113,1.3591845799965085e-06,4.4703483581542969e-07,0.51394456624984741,6.7731313890817546e-09,0.00015543375015258931,0.11111129522323604,64.666450500488281,2,2,0.005859375
static,53,0.883333333,1.3528332710266113,1.3666351605934324e-06,4.4703483581542969e-07,0.51394456624984741,6.7731313890817546e-09,0.00015543375015258931,0.11111129522323604,64.666450500488281,2,2,0.005615234375
static,54,0.9,1.3528332710266113,1.3703604508918943e-06,2.2351741790771484e-07,0.51394456624984741,7.4504775682271429e-09,0.00015543375015258931,0.11111129522323604,64.66644287109375,2,2,0.005859375
static,55,0.916666667,1.3528332710266113,1.3740857411903562e-06,2.2351741790771484e-07,0.51394456624984741,7.4504775682271429e-09,0.00015543375015258931,0.11111129522323604,64.66644287109375,2,2,0.005859375
static,56,0.933333333,1.3528332710266113,1.3778110314888181e-06,2.2351741790771484e-07,0.51394456624984741,7.4504775682271429e-09,0.00015543375015258931,0.11111129522323604,64.66644287109375,2,2,0.005859375
static,57,0.95,1.3528332710266113,1.3783574104309082e-06,3.2782736525405198e-08,0.51394456624984741,7.4505912550648645e-09,0.00015543375015258931,0.11111129522323604,64.66644287109375,2,2,0.005859375
static,58,0.966666667,1.3528332710266113,1.3783574104309082e-06,0,0.51394456624984741,7.4505912550648645e-09,0.00015543375015258931,0.11111129522323604,64.66644287109375,2,2,0.005859375
static,59,0.983333333,1.3528332710266113,1.3783574104309082e-06,0,0.51394456624984741,7.4505912550648645e-09,0.00015543375015258931,0.11111129522323604,64.66644287109375,2,2,0.005615234375
static,60,1,1.3528332710266113,1.3783574104309082e-06,0,0.51394456624984741,7.4505912550648645e-09,0.00015543375015258931,0.11111129522323604,64.66644287109375,2,2,0.005859375
static,61,1.01666667,1.3528332710266113,1.3783574104309082e-06,0,0.51394456624984741,7.4505912550648645e-09,0.00015543375015258931,0.11111129522323604,64.66644287109375,2,2,0.005859375
static,62,1.03333333,1.3528332710266113,1.3783574104309082e-06,0,0.51394456624984741,7.4505912550648645e-09,0.00015543375015258931,0.11111129522323604,64.66644287109375,2,2,0.005859375
static,63,1.05,1.3528332710266113,1.3783574104309082e-06,0,0.51394456624984741,7.4505912550648645e-09,0.00015543375015258931,0.11111129522323604,64.66644287109375,2,2,0.005859375
static,64,1.06666667,1.3528332710266113,1.3783574104309082e-06,0,0.51394456624984741,7.4505912550648645e-09,0.00015543375015258931,0.11111129522323604,64.66644287109375,2,2,0.005859375
static,65,1.08333333,1.3528332710266113,1.3783574104309082e-06,0,0.51394456624984741,7.4505912550648645e-09,0.00015543375015258931,0.11111129522323604,64.66644287109375,2,2,0.005615234375
static,66,1.1,1.3528332710266113,1.3783574104309082e-06,0,0.51394456624984741,7.4505912550648645e-09,0.00015543375015258931,0.11111129522323604,64.66644287109375,2,2,0.005859375
static,67,1.11666667,1.3528332710266113,1.3783574104309082e-06,0,0.51394456624984741,7.4505912550648645e-09,0.00015543375015258931,0.11111129522323604,64.66644287109375,2,2,0.005859375
static,68,1.13333333,1.3528332710266113,1.3783574104309082e-06,0,0.51394456624984741,7.4505912550648645e-09,0.00015543375015258931,0.11111129522323604,64.66644287109375,2,2,0.005859375
static,69,1.15,1.3528332710266113,1.3783574104309082e-06,0,0.51394456624984741,7.4505912550648645e-09,0.00015543375015258931,0.11111129522323604,64.66644287109375,2,2,0.005859375
static,70,1.16666667,1.3528332710266113,1.3783574104309082e-06,0,0.51394456624984741,7.4505912550648645e-09,0.00015543375015258931,0.11111129522323604,64.66644287109375,2,2,0.005859375
static,71,1.18333333,1.3528332710266113,1.3783574104309082e-06,0,0.51394456624984741,7.4505912550648645e-09,0.00015543375015258931,0.11111129522323604,64.66644287109375,2,2,0.005859375
static,72,1.2,1.3528332710266113,1.3783574104309082e-06,0,0.51394456624984741,7.4505912550648645e-09,0.00015543375015258931,0.11111129522323604,64.66644287109375,2,2,0.005615234375
static,73,1.21666667,1.3528332710266113,1.3783574104309082e-06,0,0.51394456624984741,7.4505912550648645e-09,0.00015543375015258931,0.11111129522323604,64.66644287109375,2,2,0.005859375
static,74,1.23333333,1.3528332710266113,1.3783574104309082e-06,0,0.51394456624984741,7.4505912550648645e-09,0.00015543375015258931,0.11111129522323604,64.66644287109375,2,2,0.005859375
static,75,1.25,1.3528332710266113,1.3783574104309082e-06,0,0.51394456624984741,7.4505912550648645e-09,0.00015543375015258931,0.11111129522323604,64.66644287109375,2,2,0.005859375
static,76,1.26666667,1.3528332710266113,1.3783574104309082e-06,0,0.51394456624984741,7.4505912550648645e-09,0.00015543375015258931,0.11111129522323604,64.66644287109375,2,2,0.005859375
static,77,1.28333333,1.3528332710266113,1.3783574104309082e-06,0,0.51394456624984741,7.4505912550648645e-09,0.00015543375015258931,0.11111129522323604,64.66644287109375,2,2,0.005859375
static,78,1.3,1.3528332710266113,1.3783574104309082e-06,0,0.51394456624984741,7.4505912550648645e-09,0.00015543375015258931,0.11111129522323604,64.66644287109375,2,2,0.005859375
static,79,1.31666667,1.3528332710266113,1.3783574104309082e-06,0,0.51394456624984741,7.4505912550648645e-09,0.00015543375015258931,0.11111129522323604,64.66644287109375,2,2,0.005615234375
static,80,1.33333333,1.3528332710266113,1.3783574104309082e-06,0,0.51394456624984741,7.4505912550648645e-09,0.00015543375015258931,0.11111129522323604,64.66644287109375,2,2,0.005859375
static,81,1.35,1.3528332710266113,1.3783574104309082e-06,0,0.51394456624984741,7.4505912550648645e-09,0.00015543375015258931,0.11111129522323604,64.66644287109375,2,2,0.005859375
static,82,1.36666667,1.3528332710266113,1.3783574104309082e-06,0,0.51394456624984741,7.4505912550648645e-09,0.00015543375015258931,0.11111129522323604,64.66644287109375,2,2,0.005859375
static,83,1.38333333,1.3528332710266113,1.3783574104309082e-06,0,0.51394456624984741,7.4505912550648645e-09,0.00015543375015258931,0.11111129522323604,64.66644287109375,2,2,0.005615234375
static,84,1.4,1.3528332710266113,1.3783574104309082e-06,0,0.51394456624984741,7.4505912550648645e-09,0.00015543375015258931,0.11111129522323604,64.66644287109375,2,2,0.005615234375
static,85,1.41666667,1.3528332710266113,1.3783574104309082e-06,0,0.51394456624984741,7.4505912550648645e-09,0.00015543375015258931,0.11111129522323604,64.66644287109375,2,2,0.005859375
static,86,1.43333333,1.3528332710266113,1.3783574104309082e-06,0,0.51394456624984741,7.4505912550648645e-09,0.00015543375015258931,0.11111129522323604,64.66644287109375,2,2,0.005859375
static,87,1.45,1.3528332710266113,1.3783574104309082e-06,0,0.51394456624984741,7.4505912550648645e-09,0.00015543375015258931,0.11111129522323604,64.66644287109375,2,2,0.005859375
static,88,1.46666667,1.3528332710266113,1.3783574104309082e-06,0,0.51394456624984741,7.4505912550648645e-09,0.00015543375015258931,0.11111129522323604,64.66644287109375,2,2,0.005859375
static,89,1.48333333,1.3528332710266113,1.3783574104309082e-06,0,0.51394456624984741,7.4505912550648645e-09,0.00015543375015258931,0.11111129522323604,64.66644287109375,2,2,0.005859375
static,90,1.5,1.3528332710266113,1.3783574104309082e-06,0,0.51394456624984741,7.4505912550648645e-09,0.00015543375015258931,0.11111129522323604,64.66644287109375,2,2,0.005615234375
static,91,1.51666667,1.3528332710266113,1.3783574104309082e-06,0,0.51394456624984741,7.4505912550648645e-09,0.00015543375015258931,0.11111129522323604,64.66644287109375,2,2,0.005615234375
static,92,1.53333333,1.3528332710266113,1.3783574104309082e-06,0,0.51394456624984741,7.4505912550648645e-09,0.00015543375015258931,0.11111129522323604,64.66644287109375,2,2,0.005859375
static,93,1.55,1.3528332710266113,1.3783574104309082e-06,0,0.51394456624984741,7.4505912550648645e-09,0.00015543375015258931,0.11111129522323604,64.66644287109375,2,2,0.005859375
static,94,1.56666667,1.3528332710266113,1.3783574104309082e-06,0,0.51394456624984741,7.4505912550648645e-09,0.00015543375015258931,0.11111129522323604,64.66644287109375,2,2,0.005859375
static,95,1.58333333,1.3528332710266113,1.3783574104309082e-06,0,0.51394456624984741,7.4505912550648645e-09,0.00015543375015258931,0.11111129522323604,64.66644287109375,2,2,0.005859375
static,96,1.6,1.3528332710266113,1.3783574104309082e-06,0,0.51394456624984741,7.4505912550648645e-09,0.00015543375015258931,0.11111129522323604,64.66644287109375,2,2,0.005859375
static,97,1.61666667,1.3528332710266113,1.3783574104309082e-06,0,0.51394456624984741,7.4505912550648645e-09,0.00015543375015258931,0.11111129522323604,64.66644287109375,2,2,0.005859375
static,98,1.63333333,1.3528332710266113,1.3783574104309082e-06,0,0.51394456624984741,7.4505912550648645e-09,0.00015543375015258931,0.11111129522323604,64.66644287109375,2,2,0.005859375
static,99,1.65,1.3528332710266113,1.3783574104309082e-06,0,0.51394456624984741,7.4505912550648645e-09,0.00015543375015258931,0.11111129522323604,64.66644287109375,2,2,0.005615234375
static,100,1.66666667,1.3528332710266113,1.3783574104309082e-06,0,0.51394456624984741,7.4505912550648645e-09,0.00015543375015258931,0.11111129522323604,64.66644287109375,2,2,0.005859375
static,101,1.68333333,1.3528332710266113,1.3783574104309082e-06,0,0.51394456624984741,7.4505912550648645e-09,0.00015543375015258931,0.11111129522323604,64.66644287109375,2,2,0.005859375
static,102,1.7,1.3528332710266113,1.3783574104309082e-06,0,0.51394456624984741,7.4505912550648645e-09,0.00015543375015258931,0.11111129522323604,64.66644287109375,2,2,0.005859375
static,103,1.71666667,1.3528332710266113,1.3783574104309082e-06,0,0.51394456624984741,7.4505912550648645e-09,0.00015543375015258931,0.11111129522323604,64.66644287109375,2,2,0.005859375
static,104,1.73333333,1.3528332710266113,1.3783574104309082e-06,0,0.51394456624984741,7.4505912550648645e-09,0.00015543375015258931,0.11111129522323604,64.66644287109375,2,2,0.005859375
static,105,1.75,1.3528332710266113,1.3783574104309082e-06,0,0.51394456624984741,7.4505912550648645e-09,0.00015543375015258931,0.11111129522323604,64.66644287109375,2,2,0.005859375
static,106,1.76666667,1.3528332710266113,1.3783574104309082e-06,0,0.51394456624984741,7.4505912550648645e-09,0.00015543375015258931,0.11111129522323604,64.66644287109375,2,2,0.005859375
static,107,1.78333333,1.3528332710266113,1.3783574104309082e-06,0,0.51394456624984741,7.4505912550648645e-09,0.00015543375015258931,0.11111129522323604,64.66644287109375,2,2,0.005615234375
static,108,1.8,1.3528332710266113,1.3783574104309082e-06,0,0.51394456624984741,7.4505912550648645e-09,0.00015543375015258931,0.11111129522323604,64.66644287109375,2,2,0.005615234375
static,109,1.81666667,1.3528332710266113,1.3783574104309082e-06,0,0.51394456624984741,7.4505912550648645e-09,0.00015543375015258931,0.11111129522323604,64.66644287109375,2,2,0.005859375
static,110,1.83333333,1.3528332710266113,1.3783574104309082e-06,0,0.51394456624984741,7.4505912550648645e-09,0.00015543375015258931,0.11111129522323604,64.66644287109375,2,2,0.005859375
static,111,1.85,1.3528332710266113,1.3783574104309082e-06,0,0.51394456624984741,7.4505912550648645e-09,0.00015543375015258931,0.11111129522323604,64.66644287109375,2,2,0.005859375
static,112,1.86666667,1.3528332710266113,1.3783574104309082e-06,0,0.51394456624984741,7.4505912550648645e-09,0.00015543375015258931,0.11111129522323604,64.66644287109375,2,2,0.005859375
static,113,1.88333333,1.3528332710266113,1.3783574104309082e-06,0,0.51394456624984741,7.4505912550648645e-09,0.00015543375015258931,0.11111129522323604,64.66644287109375,2,2,0.005859375
static,114,1.9,1.3528332710266113,1.3783574104309082e-06,0,0.51394456624984741,7.4505912550648645e-09,0.00015543375015258931,0.11111129522323604,64.66644287109375,2,2,0.005859375
static,115,1.91666667,1.3528332710266113,1.3783574104309082e-06,0,0.51394456624984741,7.4505912550648645e-09,0.00015543375015258931,0.11111129522323604,64.66644287109375,2,2,0.005859375
static,116,1.93333333,1.3528332710266113,1.3783574104309082e-06,0,0.51394456624984741,7.4505912550648645e-09,0.00015543375015258931,0.11111129522323604,64.66644287109375,2,2,0.005859375
static,117,1.95,1.3528332710266113,1.3783574104309082e-06,0,0.51394456624984741,7.4505912550648645e-09,0.00015543375015258931,0.11111129522323604,64.66644287109375,2,2,0.005859375
static,118,1.96666667,1.3528332710266113,1.3783574104309082e-06,0,0.51394456624984741,7.4505912550648645e-09,0.00015543375015258931,0.11111129522323604,64.66644287109375,2,2,0.005615234375
static,119,1.98333333,1.3528332710266113,1.3783574104309082e-06,0,0.51394456624984741,7.4505912550648645e-09,0.00015543375015258931,0.11111129522323604,64.66644287109375,2,2,0.005859375
response,0,0,1.3528314828872681,-5.7922748965211213e-05,-0.0035580663825385273,0.51392596960067749,1.3316591775947018e-06,0.00017403039932251119,0.11109448671340938,114.46209716796875,2,2,0.005859375
response,1,0.0166666667,1.352830171585083,-9.1786831035278738e-05,-0.0020318449242040515,0.51392275094985962,5.2123475313692325e-08,0.00017724905014038228,0.11109257936477657,64.623941421508789,2,2,0.005859375
response,2,0.0333333333,1.3528285026550293,-0.00010327458585379645,-0.00068926528911106288,0.51392489671707153,-4.3273297478663153e-07,0.00017510328292846822,0.11109639406204219,64.684698104858398,2,2,0.005859375
response,3,0.05,1.352826714515686,-0.00010165611456613988,9.7108277259394526e-05,0.51392865180969238,-5.3642725106328726e-07,0.00017134819030761861,0.1111019372940063,64.704721450805664,2,2,0.005859375
response,4,0.0666666667,1.3528250455856323,-9.2228401626925915e-05,0.00056566277635283768,0.51393234729766846,-4.8900915317062754e-07,0.00016765270233154439,0.11110730171203609,64.706811904907227,2,2,0.005859375
response,5,0.0833333333,1.3528236150741577,-7.7649652666877955e-05,0.00087472493760287762,0.5139356255531311,-4.0233931031252723e-07,0.00016437444686889791,0.11111201047897334,64.703731536865234,2,2,0.005859375
response,6,0.1,1.3528224229812622,-6.0448051954153925e-05,0.0010320960427634418,0.51393812894821167,-3.0681923135489342e-07,0.0001618710517883315,0.11111570596694942,64.697002410888672,2,2,0.005859375
response,7,0.116666667,1.3528215885162354,-4.1945328121073544e-05,0.0011101634299848229,0.51393997669219971,-2.1810146222378535e-07,0.00016002330780029439,0.11111838817596431,64.690685272216797,2,2,0.005859375
response,8,0.133333333,1.3528211116790771,-2.2641419491264969e-05,0.0011582345177885145,0.51394140720367432,-1.7135278085333994e-07,0.00015859279632568501,0.11112029552459712,64.686733245849609,2,2,0.005859375
response,9,0.15,1.352820873260498,-3.7431718737934716e-06,0.0011338948570482899,0.5139424204826355,-1.1174813607794931e-07,0.00015757951736450337,0.11112154722213741,64.682369232177734,2,2,0.005859375
response,10,0.166666667,1.3528209924697876,1.4071166333451401e-05,0.0010688602924346924,0.51394307613372803,-8.1282038877361629e-08,0.00015692386627197408,0.11112208366394039,64.678363800048828,2,2,0.005859375
response,11,0.183333333,1.3528213500976562,3.0943752790335566e-05,0.0010123551874130499,0.51394361257553101,-6.299127619513456e-08,0.00015638742446899556,0.11112226247787471,64.677055358886719,2,2,0.005859375
response,12,0.2,1.3528220653533936,4.5735985622741282e-05,0.00088753396994434297,0.51394385099411011,-2.7094014143358436e-08,0.000156149005889894,0.11112178564071651,64.673698425292969,2,2,0.005859375
response,13,0.216666667,1.35282301902771,5.8650377468438819e-05,0.00077486351074185222,0.51394408941268921,-2.6415531095835831e-08,0.00015591058731079244,0.1111210703849792,64.672733306884766,2,2,0.005859375
response,14,0.233333333,1.3528240919113159,6.9202578742988408e-05,0.00063313207647297531,0.51394420862197876,-1.7610464198014597e-08,0.00015579137802124166,0.1111201167106628,64.671115875244141,2,2,0.005859375
response,15,0.25,1.3528252840042114,7.7751035860273987e-05,0.00051290742703713477,0.51394432783126831,-1.8288492498186315e-08,0.00015567216873169087,0.11111904382705684,64.6707763671875,2,2,0.005615234375
response,16,0.266666667,1.3528265953063965,8.3814906247425824e-05,0.00036383222322911024,0.51394438743591309,-1.4223381583633454e-08,0.00015561256408691548,0.11111779212951656,64.669242858886719,2,2,0.005859375
response,17,0.283333333,1.3528280258178711,8.7701926531735808e-05,0.000233221217058599,0.51394444704055786,-1.083642331423107e-08,0.00015555295944214009,0.11111642122268672,64.668708801269531,2,2,0.00830078125
response,18,0.3,1.3528294563293457,8.928273746278137e-05,9.4848655862733722e-05,0.51394450664520264,-4.063860359337923e-09,0.0001554933547973647,0.11111505031585689,64.667942047119141,2,2,0.005859375
response,19,0.316666667,1.3528308868408203,8.8815439085010439e-05,-2.8037902666255832e-05,0.51394456624984741,-4.0639740461756446e-09,0.00015543375015258931,0.11111367940902706,64.667385101318359,2,2,0.005859375
response,20,0.333333333,1.3528323173522949,8.5974381363485008e-05,-0.00017046346329152584,0.51394450664520264,7.4505912550648645e-09,0.0001554933547973647,0.11111218929290767,64.665573120117188,2,2,0.005859375
response,21,0.35,1.3528337478637695,8.1683596363291144e-05,-0.00025744710001163185,0.51394456624984741,-3.3868552407056995e-09,0.00015543375015258931,0.11111081838607784,64.666305541992188,2,2,0.005615234375
response,22,0.366666667,1.3528350591659546,7.5284791819285601e-05,-0.00038392827264033258,0.51394456624984741,6.7723249230766669e-10,0.00015543375015258931,0.11110950708389278,64.664546966552734,2,2,0.005615234375
