phase,step,time_s,chassis_y,chassis_vy,chassis_accel,wheel_y,wheel_vy,compression,suspension_travel,normal_impulse,loaded_points,persisted_points,step_ms
static,0,0,1.350501537322998,3.0802686978859128e-06,-4.8312545004591811e-05,0.51161229610443115,0,0.0024877038955688491,0.11111075878143306,64.666488647460938,2,2,0.005859375
static,1,0.0166666667,1.350501537322998,2.3390352907881606e-06,-4.4474004425865132e-05,0.51161229610443115,-4.0639633880346082e-09,0.0024877038955688491,0.11111075878143306,64.666507720947266,2,2,0.005859375
static,2,0.0333333333,1.350501537322998,1.6678372958267573e-06,-4.0271879697684199e-05,0.51161229610443115,-6.773177574359579e-10,0.0024877038955688491,0.11111075878143306,64.666526794433594,2,2,0.006103515625
static,3,0.05,1.350501537322998,1.0319054126739502e-06,-3.8155912989168428e-05,0.51161229610443115,0,0.0024877038955688491,0.11111075878143306,64.666545867919922,2,2,0.006103515625
static,4,0.0666666667,1.350501537322998,4.3531258597795386e-07,-3.579556960175978e-05,0.51161229610443115,-2.8421709430404007e-14,0.0024877038955688491,0.11111075878143306,64.666553497314453,2,2,0.005859375
static,5,0.0833333333,1.350501537322998,-1.3093153938825708e-07,-3.3974647521972656e-05,0.51161229610443115,0,0.0024877038955688491,0.11111075878143306,64.666561126708984,2,2,0.006103515625
static,6,0.1,1.350501537322998,-6.7427754402160645e-07,-3.2600760278000962e-05,0.51161229610443115,-4.0639633880346082e-09,0.0024877038955688491,0.11111075878143306,64.66656494140625,2,2,0.006103515625
static,7,0.116666667,1.350501537322998,-1.1851886938529788e-06,-3.0654668989882339e-05,0.51161229610443115,3.3865887871797895e-09,0.0024877038955688491,0.11111075878143306,64.666572570800781,2,2,0.006103515625
static,8,0.133333333,1.350501537322998,-1.639773472561501e-06,-2.7275086722511332e-05,0.51161229610443115,6.773177574359579e-10,0.0024877038955688491,0.11111075878143306,64.666580200195312,2,2,0.005859375
static,9,0.15,1.350501537322998,-2.0788113488379167e-06,-2.6342272576584946e-05,0.51161229610443115,3.3866172088892199e-09,0.0024877038955688491,0.11111075878143306,64.666591644287109,2,2,0.006103515625
static,10,0.166666667,1.350501537322998,-2.4512410163879395e-06,-2.2345780053001363e-05,0.51161229610443115,6.773177574359579e-10,0.0024877038955688491,0.11111075878143306,64.666606903076172,2,2,0.005859375
static,11,0.183333333,1.350501537322998,-2.8088688850402832e-06,-2.1457672119140625e-05,0.51161229610443115,-2.8421709430404007e-14,0.0024877038955688491,0.11111075878143306,64.666614532470703,2,2,0.005859375
static,12,0.2,1.350501537322998,-3.1521419714408694e-06,-2.0596385184035171e-05,0.51161229610443115,6.772893357265275e-10,0.0024877038955688491,0.11111075878143306,64.666622161865234,2,2,0.006103515625
static,13,0.216666667,1.350501537322998,-3.4607946872711182e-06,-1.8519162949814927e-05,0.51161229610443115,-3.3866456305986503e-09,0.0024877038955688491,0.11111075878143306,64.666629791259766,2,2,0.006103515625
static,14,0.233333333,1.3505014181137085,-3.7513673305511475e-06,-1.7434358596801758e-05,0.51161229610443115,0,0.0024877038955688491,0.11111087799072261,64.666633605957031,2,2,0.005859375
static,15,0.25,1.3505012989044189,-3.8493176361953374e-06,-5.8770183386513963e-06,0.51161229610443115,-2.8421709430404007e-14,0.0024877038955688491,0.11111099720001216,64.666690826416016,2,2,0.005859375
static,16,0.266666667,1.3505011796951294,-3.7737190723419189e-06,4.5359138312051073e-06,0.51161229610443115,3.3866172088892199e-09,0.0024877038955688491,0.11111111640930171,64.666740417480469,2,2,0.006103515625
static,17,0.283333333,1.3505010604858398,-3.5315752029418945e-06,1.4528632164001465e-05,0.51161229610443115,-2.8421709430404007e-14,0.0024877038955688491,0.11111123561859126,64.666786193847656,2,2,0.005859375
static,18,0.3,1.3505010604858398,-3.1286974717659177e-06,2.4172663870558608e-05,0.51161229610443115,-4.0639349663251778e-09,0.0024877038955688491,0.11111123561859126,64.666831970214844,2,2,0.005859375
static,19,0.316666667,1.3505010604858398,-2.7758876512962161e-06,2.11685892281821e-05,0.51161229610443115,6.7734617914538831e-10,0.0024877038955688491,0.11111123561859126,64.666820526123047,2,2,0.006103515625
static,20,0.333333333,1.3505010604858398,-2.4400651454925537e-06,2.0149350348219741e-05,0.51161229610443115,0,0.0024877038955688491,0.11111123561859126,64.666816711425781,2,2,0.005859375
static,21,0.35,1.3505010604858398,-2.1228690911812009e-06,1.9031763258681167e-05,0.51161229610443115,-3.3866456305986503e-09,0.0024877038955688491,0.11111123561859126,64.66680908203125,2,2,0.005859375
static,22,0.366666667,1.3505010604858398,-1.8521150195738301e-06,1.6245244296442252e-05,0.51161229610443115,-1.4210854715202004e-14,0.0024877038955688491,0.11111123561859126,64.666793823242188,2,2,0.006103515625
static,23,0.383333333,1.3505010604858398,-1.595069988979958e-06,1.5422701835632324e-05,0.51161229610443115,-3.3866456305986503e-09,0.0024877038955688491,0.11111123561859126,64.666790008544922,2,2,0.005859375
static,24,0.4,1.3505010604858398,-1.3820827007293701e-06,1.2779237295035273e-05,0.51161229610443115,6.773177574359579e-10,0.0024877038955688491,0.11111123561859126,64.666778564453125,2,2,0.005859375
static,25,0.416666667,1.3505010604858398,-1.1771917343139648e-06,1.2293457984924316e-05,0.51161229610443115,-4.0639633880346082e-09,0.0024877038955688491,0.11111123561859126,64.666778564453125,2,2,0.006103515625
static,26,0.433333333,1.3505010604858398,-9.7175438895646948e-07,1.2326240721449722e-05,0.51161229610443115,0,0.0024877038955688491,0.11111123561859126,64.666774749755859,2,2,0.005859375
static,27,0.45,1.3505010604858398,-7.7858567237854004e-07,1.1590122994675767e-05,0.51161229610443115,-6.773177574359579e-10,0.0024877038955688491,0.11111123561859126,64.666770935058594,2,2,0.005859375
static,28,0.466666667,1.3505010604858398,-5.9977173805236816e-07,1.0728836059570312e-05,0.51161229610443115,-3.3866456305986503e-09,0.0024877038955688491,0.11111123561859126,64.666767120361328,2,2,0.006103515625
static,29,0.483333333,1.3505010604858398,-4.4703483581542969e-07,9.1642141342163086e-06,0.51161229610443115,0,0.0024877038955688491,0.11111123561859126,64.666763305664062,2,2,0.005859375
static,30,0.5,1.3505010604858398,-2.9802322387695312e-07,8.9406967163085938e-06,0.51161229610443115,2.8421709430404007e-14,0.0024877038955688491,0.11111123561859126,64.666763305664062,2,2,0.005859375
static,31,0.516666667,1.3505010604858398,-1.6391277313232422e-07,8.0466270446777344e-06,0.51161229610443115,0,0.0024877038955688491,0.11111123561859126,64.666759490966797,2,2,0.006103515625
static,32,0.533333333,1.3505010604858398,-3.2981237296780819e-08,7.855892150132604e-06,0.51161229610443115,2.8421709430404007e-14,0.0024877038955688491,0.11111123561859126,64.666759490966797,2,2,0.005859375
