# schema=jv-steering-release-trace/v1
# commit=4b6eb953b64660b3eec43b66efcc3343635fa66f tree=bd34d9abfef39b6cefbaac149dd02a5088a46679 dirty=false build_type=Release
# envelope=torus mode=4 steer=+1.000000 artificial_centering=false
step,time_s,left_angle_deg,right_angle_deg,forward_speed_mps,alignment_deg,yaw_rate_rps,lateral_speed_mps,rack_translation_m,rack_speed_mps,rack_motor_force_N,rack_max_force_N,tie_transverse_force_N,left_normal_axis_angular_impulse_N_m_s,right_normal_axis_angular_impulse_N_m_s,left_friction_axis_angular_impulse_N_m_s,right_friction_axis_angular_impulse_N_m_s,left_twist_axis_angular_impulse_N_m_s,right_twist_axis_angular_impulse_N_m_s,left_rolling_axis_angular_impulse_N_m_s,right_rolling_axis_angular_impulse_N_m_s,loaded_contact_points,contact_manifolds
63,1.066666722,-9.852391243,-10.245146751,+7.078138828,-14.288330078,+0.090697356,+1.802659750,-0.030531127,-0.179064050,+61.987434387,+61.987438202,+40.954956055,+0.000000000,+0.853881359,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,3,13
64,1.083333390,-10.261258125,-10.502298355,+7.056905746,-14.082256317,+0.154603288,+1.770249128,-0.030561166,+0.117364839,-44.095497131,+44.095497131,+119.170272827,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,0,13
65,1.100000057,-10.417931557,-10.731725693,+7.055114269,-14.394561768,+0.216172710,+1.810731649,-0.031614762,-0.169704661,+51.917026520,+51.917026520,+101.879981995,-0.067914754,+0.837696671,+0.000000000,-0.086942747,+0.000000000,-0.063914225,+0.000000000,-0.001902879,6,13
66,1.116666725,-10.884508133,-11.188755035,+7.044850349,-13.768480301,+0.137195930,+1.726272583,-0.033292379,-0.011694987,-11.173856735,+50.187999725,+93.131591797,-0.046543419,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,3,15
67,1.133333392,-11.118844986,-11.458912849,+7.033026695,-13.295537949,+0.041035522,+1.661958933,-0.033586480,-0.144979343,+49.313159943,+49.313159943,+71.822204590,+0.000000000,+0.237086445,+0.000000000,-0.207947612,+0.000000000,-0.085207507,+0.000000000,-0.002498511,3,13
68,1.150000060,-11.255835533,-11.850728035,+7.009212494,-13.263645172,+0.104716942,+1.652212620,-0.033987209,+0.062005363,-47.182220459,+47.182220459,+35.966747284,+0.065558545,+1.441108942,+0.471957088,+0.000000000,-0.104116917,+0.000000000,+0.003159502,+0.000000000,7,13
69,1.166666728,-11.299103737,-12.217990875,+6.975733280,-12.726037025,+0.012351084,+1.575380802,-0.034048818,+0.007157788,-43.596675873,+43.596675873,+34.275768280,-0.010002971,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,3,14
70,1.183333395,-11.224768639,-12.251769066,+6.939245701,-12.718383789,+0.008729020,+1.566166401,-0.034240961,-0.032637674,+60.798606873,+60.798606873,+124.712203979,+0.000000000,+0.500364244,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,4,14
71,1.200000063,-11.305479050,-12.230125427,+6.919623852,-12.613555908,+0.027098704,+1.548438311,-0.034306165,+0.033931628,-52.471221924,+52.471221924,+19.068225861,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,0,14
72,1.216666730,-11.292581558,-12.132979393,+6.908340454,-11.921501160,-0.062184691,+1.458523512,-0.034474920,-0.003164345,+41.906818390,+41.906822205,+12.526697159,+0.015267003,+0.426831841,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,6,14
73,1.233333398,-11.314396858,-12.054998398,+6.902482033,-11.297513962,-0.091307662,+1.378940582,-0.034641881,+0.021499228,+39.233093262,+57.753738403,+65.168563843,+0.089937702,+1.152545214,+0.000000000,+0.000532521,+0.000000000,-0.009767557,+0.000000000,-0.000314757,9,15
