# schema=jv-steering-release-trace/v1
# commit=4b6eb953b64660b3eec43b66efcc3343635fa66f tree=bd34d9abfef39b6cefbaac149dd02a5088a46679 dirty=false build_type=Release
# envelope=b3Wheel mode=5 steer=+0.400000 artificial_centering=false
step,time_s,left_angle_deg,right_angle_deg,forward_speed_mps,alignment_deg,yaw_rate_rps,lateral_speed_mps,rack_translation_m,rack_speed_mps,rack_motor_force_N,rack_max_force_N,tie_transverse_force_N,left_normal_axis_angular_impulse_N_m_s,right_normal_axis_angular_impulse_N_m_s,left_friction_axis_angular_impulse_N_m_s,right_friction_axis_angular_impulse_N_m_s,left_twist_axis_angular_impulse_N_m_s,right_twist_axis_angular_impulse_N_m_s,left_rolling_axis_angular_impulse_N_m_s,right_rolling_axis_angular_impulse_N_m_s,loaded_contact_points,contact_manifolds
19,0.333333351,+2.396657944,+3.978473186,+12.519821167,+0.178385541,+0.651614726,-0.038979530,+0.006374445,+0.201062679,+19.091894150,+54.917869568,+119.845993042,-0.460930884,+0.894531369,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,2,2
20,0.350000018,+2.030447483,+3.499777317,+12.513888359,+0.026128951,+0.620082974,-0.005706787,+0.005498709,+0.194873631,+4.862451077,+51.984600067,+120.677398682,-0.487643331,+1.053716660,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,2,2
21,0.366666686,+1.835241675,+3.270684004,+12.507312775,-0.118882678,+0.584154367,+0.025951385,+0.005439403,+0.198382720,-30.943113327,+52.067741394,+103.445495605,-0.536996365,+1.126825809,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,2,2
22,0.383333353,+1.803043485,+3.237175941,+12.500939369,-0.254866481,+0.543818295,+0.055607796,+0.005715891,+0.190299585,-44.625030518,+50.344551086,+88.851501465,-0.581227005,+1.171638370,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,2,2
23,0.400000021,+1.896269202,+3.320720911,+12.489442825,-0.363523930,+0.500063777,+0.079242706,+0.005634586,+0.156444386,-48.885150909,+48.885150909,+73.152915955,-0.622629881,+1.231124282,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,2,2
24,0.416666688,+2.063981533,+3.407848835,+12.488116264,-0.533600688,+0.488480657,+0.116306305,+0.006398020,+0.182030722,-47.315292358,+47.315292358,+66.026649475,-0.694006920,+1.228236556,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,2,2
25,0.433333356,+2.287745476,+3.580349207,+12.489926338,-0.685597599,+0.469242990,+0.149460793,+0.006836868,+0.170532942,-46.602664948,+46.602664948,+80.914299011,-0.746352315,+1.154810786,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,2,2
26,0.450000023,+2.530406952,+3.792994976,+12.480358124,-0.622113466,+0.420705408,+0.135516167,+0.007059845,+0.175535411,-48.091430664,+48.091430664,+97.660186768,-0.752855480,+1.287481308,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,2,2
27,0.466666691,+2.765108585,+4.011384487,+12.464757919,-0.478515774,+0.382309556,+0.104104042,+0.007498298,+0.188956887,-49.766017914,+49.766017914,+104.166732788,-0.706783891,+1.348243713,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,2,2
28,0.483333359,+2.952314615,+4.185523510,+12.454800606,-0.316694468,+0.352132142,+0.068842888,+0.007865517,+0.185849607,-50.416671753,+50.416671753,+108.106964111,-0.664347887,+1.347840667,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,2,2
29,0.500000026,+3.068191051,+4.285644531,+12.452625275,-0.130330697,+0.328729630,+0.028326035,+0.007942710,+0.174364626,-50.810695648,+50.810695648,+113.300079346,-0.656450450,+1.301196218,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,2,2
30,0.516666694,+3.104579687,+4.294807434,+12.454589844,+0.069748618,+0.313630939,-0.015161514,+0.007862668,+0.180265039,-51.330009460,+51.330009460,+119.094009399,-0.670679092,+1.237508535,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,2,2
31,0.533333361,+3.097722292,+4.204398632,+12.452456474,+0.240588844,+0.302653939,-0.052289009,+0.007607096,+0.171398357,-51.909400940,+51.909400940,+124.770904541,-0.691397905,+1.189428091,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,2,2
32,0.550000029,+3.060756683,+4.018127918,+12.444629669,+0.426357895,+0.290241718,-0.092606544,+0.007136384,+0.162931681,-48.926963806,+52.477088928,+129.778915405,-0.701682329,+1.173317432,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,2,2
33,0.566666696,+2.986446381,+3.767488480,+12.433601379,+0.626254380,+0.276660144,-0.135907173,+0.006634330,+0.160208568,-48.496578217,+52.977890015,+132.962860107,-0.694864213,+1.184901237,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,2,2
34,0.583333364,+2.861662626,+3.501472712,+12.421972275,+0.813838005,+0.264012039,-0.176455498,+0.006211708,+0.158470288,-49.813770294,+53.296287537,+130.272247314,-0.688975513,+1.205648899,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,2,2
35,0.600000031,+2.688161373,+3.266991854,+12.411117554,+0.971333206,+0.253769517,-0.210425377,+0.005894644,+0.155819148,-50.266567230,+53.027225494,+120.556175232,-0.694728434,+1.212615132,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,2,2
36,0.616666699,+2.489439011,+3.094715595,+12.401452065,+1.096644044,+0.245326117,-0.237393379,+0.005683366,+0.151804954,-50.398307800,+52.055618286,+106.958984375,-0.710293293,+1.207469344,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,2,2
37,0.633333366,+2.300837994,+2.994129181,+12.393096924,+1.193492293,+0.237297982,-0.258190155,+0.005585496,+0.146541774,-50.434867859,+50.695899963,+92.839370728,-0.732556164,+1.194833875,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,2,2
38,0.650000034,+2.154349804,+2.968612432,+12.387857437,+1.264613628,+0.225083500,-0.273465157,+0.005470540,+0.119998083,-49.283935547,+49.283935547,+70.555282593,-0.758555830,+1.204411626,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,2,2
39,0.666666701,+2.069049597,+2.895422459,+12.384317398,+1.223176360,+0.229062900,-0.264426231,+0.005826167,+0.118878394,-34.440147400,+47.055526733,+55.990192413,-0.796643674,+1.198807836,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,2,2
40,0.683333369,+2.053129435,+2.865379333,+12.382259369,+1.180046558,+0.221391544,-0.255057335,+0.005823218,+0.114090793,-25.842775345,+45.599018097,+52.976837158,-0.844158769,+1.053615928,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,2,2
41,0.700000037,+2.083568335,+2.893381596,+12.377328873,+1.186760426,+0.209607407,-0.256406784,+0.005957261,+0.123582527,-41.432735443,+45.297683716,+59.471542358,-0.912914932,+1.138346791,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,2,2
42,0.716666704,+2.152675390,+2.971264362,+12.370386124,+1.191978455,+0.199403971,-0.257390022,+0.006348255,+0.131151587,-45.947151184,+45.947154999,+58.776687622,-0.948962808,+1.180715084,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,2,2
43,0.733333372,+2.254766703,+3.060362816,+12.364072800,+1.186473131,+0.193716884,-0.256070137,+0.006707340,+0.122903116,-45.877670288,+45.877670288,+54.783660889,-0.863794744,+1.206607461,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,2,2
44,0.750000039,+2.372844219,+3.142311096,+12.359919548,+1.176425219,+0.190382078,-0.253815651,+0.007011308,+0.116664007,-45.478366852,+45.478366852,+52.934318542,-0.898226857,+1.211503506,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,2,2
45,0.766666707,+2.480570793,+3.205431461,+12.357248306,+1.156250238,+0.189535558,-0.249407768,+0.007233749,+0.109106861,-45.293430328,+45.293430328,+52.394290924,-0.903138697,+1.215165973,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,2,2
46,0.783333374,+2.546213865,+3.237275124,+12.355013847,+1.125110984,+0.192274988,-0.242645264,+0.007366979,+0.103983477,-35.371429443,+45.239429474,+49.662120819,-0.925326705,+1.205898762,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,2,2
47,0.800000042,+2.565248251,+3.223993301,+12.351894379,+1.087241411,+0.196404874,-0.234416962,+0.007328739,+0.098330542,-19.064672470,+44.966213226,+46.320251465,-0.938009262,+1.203073382,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,2,2
48,0.816666709,+2.534506083,+3.157167912,+12.347644806,+1.044979453,+0.201287016,-0.225225449,+0.007143168,+0.092379078,-8.039985657,+44.632026672,+44.023151398,-0.942725539,+1.201195478,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,2,2
49,0.833333377,+2.453044176,+3.037712336,+12.342734337,+0.996160328,+0.206431136,-0.214615822,+0.006829572,+0.086355925,+0.668731868,+44.402313232,+42.059623718,-0.946079373,+1.215889692,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,2,2
50,0.850000044,+2.322617531,+2.875853539,+12.337782860,+0.938607931,+0.211305752,-0.202133179,+0.006423523,+0.080874369,+6.123361111,+44.205963135,+40.334281921,-0.955138445,+1.238944054,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,2,2
51,0.866666712,+2.151271582,+2.684885740,+12.333197594,+0.870023072,+0.215468839,-0.187291145,+0.005976647,+0.075913414,+9.812818527,+44.033428192,+37.478019714,-0.951878786,+1.248030543,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,2,2
52,0.883333379,+1.953633308,+2.482667446,+12.329061508,+0.790734231,+0.217873901,-0.170163155,+0.005503702,+0.071217164,+10.680902481,+43.747802734,+36.822982788,-0.963771045,+1.270139694,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,2,2
53,0.900000047,+1.745741010,+2.306269407,+12.325105667,+0.701121509,+0.216363028,-0.150828362,+0.004872193,+0.050427474,+35.335250854,+43.682296753,+25.372591019,-0.964360356,+1.281479359,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,2,2
54,0.916666714,+1.536500931,+2.068878174,+12.319840431,+0.598532319,+0.211827219,-0.128702164,+0.004516369,+0.053269401,-11.563261986,+42.537258148,+39.034729004,-0.980523169,+1.314359546,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,2,2
55,0.933333382,+1.349616647,+1.881691813,+12.317272186,+0.488268465,+0.208560124,-0.104969025,+0.004067888,+0.054060377,-16.760679245,+43.903472900,+31.042102814,-0.979764462,+1.239410281,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,2,2
56,0.950000050,+1.180217147,+1.762130976,+12.314470291,+0.402055115,+0.202049047,-0.086414337,+0.003751465,+0.061546613,-42.571331024,+43.104209900,+38.515438080,-0.983586490,+1.298467636,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,2,2
57,0.966666717,+1.048008084,+1.702264786,+12.309828758,+0.333979905,+0.191829234,-0.071755409,+0.003609307,+0.067988090,-43.851543427,+43.851543427,+36.415386200,-0.970771015,+1.318847537,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,2,2
58,0.983333385,+0.967462063,+1.682675958,+12.304483414,+0.278479129,+0.178999171,-0.059804916,+0.003541689,+0.069840550,-43.641540527,+43.641540527,+34.704975128,-0.957808137,+1.342898250,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,2,2
59,1.000000052,+0.936240554,+1.688101172,+12.299764633,+0.238653302,+0.165222719,-0.051232338,+0.003541550,+0.073179446,-43.470497131,+43.470497131,+33.612030029,-0.947634459,+1.345469356,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,2,2
60,1.016666720,+0.945930481,+1.713279605,+12.295992851,+0.213774726,+0.151684731,-0.045877457,+0.003597460,+0.076550253,-43.361202240,+43.361202240,+33.483959198,-0.950415254,+1.347393990,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,2,2
61,1.033333387,+0.995836079,+1.746895552,+12.292657852,+0.207694158,+0.139043942,-0.044560432,+0.003586446,+0.076282762,-43.348396301,+43.348396301,+34.353775024,-0.940154672,+1.346895218,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,2,2
62,1.050000055,+1.054021478,+1.792260051,+12.289075851,+0.211422890,+0.130730078,-0.045347214,+0.003714802,+0.080928378,-43.435379028,+43.435379028,+35.455249786,-0.949520826,+1.340834498,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,2,2
63,1.066666722,+1.113440275,+1.828421235,+12.284782410,+0.233348995,+0.119719237,-0.050032616,+0.003794761,+0.077170283,-43.545524597,+43.545524597,+36.460590363,-0.940731704,+1.336960554,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,2,2
64,1.083333390,+1.160252810,+1.849750280,+12.279920578,+0.276161760,+0.109444082,-0.059188843,+0.003794698,+0.074745141,-43.646057129,+43.646057129,+38.133934021,-0.935665131,+1.338367343,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,2,2
65,1.100000057,+1.184344411,+1.850377798,+12.274720192,+0.334084928,+0.101669893,-0.071573257,+0.003744575,+0.073635720,-41.725685120,+43.813392639,+39.146419525,-0.929418683,+1.345383883,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,2,2
66,1.116666725,+1.181413889,+1.825565815,+12.269346237,+0.399031430,+0.095912598,-0.085450172,+0.003640298,+0.073331386,-29.419885635,+43.914642334,+37.294200897,-0.924165487,+1.342734694,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,2,2
67,1.133333392,+1.151692986,+1.774554372,+12.264041901,+0.462338269,+0.092117064,-0.098964691,+0.003484126,+0.072318062,-21.581604004,+43.729419708,+35.969005585,-0.929432869,+1.332572579,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,2,2
68,1.150000060,+1.098376274,+1.701473832,+12.259013176,+0.522072434,+0.089540899,-0.111705780,+0.003280730,+0.071047768,-15.838278770,+43.596900940,+36.881526947,-0.930447757,+1.326831460,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,2,2
69,1.166666728,+1.027456164,+1.620596170,+12.255167007,+0.573577344,+0.086227514,-0.122688293,+0.002990016,+0.061933354,-26.128480911,+43.688152313,+37.656375885,-0.938159704,+1.322454214,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,2,2
70,1.183333395,+0.949392915,+1.505895615,+12.251178741,+0.591834426,+0.087138638,-0.126552582,+0.002890721,+0.063432366,-15.717556000,+43.765636444,+50.943737030,-0.954805493,+1.320028424,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,2,2
71,1.200000063,+0.874131799,+1.396686077,+12.247233391,+0.603217959,+0.084382907,-0.128945351,+0.002679770,+0.062235970,-13.684582710,+45.094375610,+42.320610046,-0.958125591,+1.257189274,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,2,2
72,1.216666730,+0.803055108,+1.311200976,+12.242742538,+0.618143737,+0.081988238,-0.132087708,+0.002512400,+0.065524049,-32.153423309,+44.232059479,+35.424766541,-0.971778274,+1.291081071,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,2,2
73,1.233333398,+0.746011078,+1.254152536,+12.237995148,+0.628142595,+0.079316095,-0.134172440,+0.002459864,+0.067726254,-43.542476654,+43.542476654,+37.483917236,-0.969506741,+1.295812607,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,2,2
74,1.250000065,+0.711331844,+1.223879457,+12.233650208,+0.628423750,+0.076656789,-0.134184837,+0.002461978,+0.068836361,-43.748390198,+43.748390198,+37.837070465,-0.968997836,+1.304855585,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,2,2
75,1.266666733,+0.700303674,+1.217159033,+12.229856491,+0.617897034,+0.074734151,-0.131896019,+0.002526483,+0.070659526,-43.783706665,+43.783706665,+38.617851257,-0.972421050,+1.296007752,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,2,2
76,1.283333400,+0.709661782,+1.231006145,+12.226640701,+0.586618721,+0.075915344,-0.125185966,+0.002639724,+0.071611643,-43.861785889,+43.861785889,+36.669361115,-0.987051070,+1.296943426,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,2,2
77,1.300000068,+0.746050239,+1.234674215,+12.223583221,+0.533571064,+0.074515782,-0.113836288,+0.002782605,+0.062867098,-43.666934967,+43.666934967,+48.098278046,-0.983416200,+0.976605415,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,2,2
78,1.316666735,+0.788048744,+1.222037196,+12.220795631,+0.476930887,+0.073151134,-0.101728439,+0.002830683,+0.057393447,-44.809829712,+44.809829712,+32.184459686,-1.000805974,+0.958909512,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,2,2
79,1.333333403,+0.813762188,+1.224395275,+12.216930389,+0.439058155,+0.076507106,-0.093620300,+0.002773864,+0.065042205,-43.218444824,+43.218444824,+30.634052277,-1.000046372,+1.278178692,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,2,2
80,1.350000070,+0.813550711,+1.233004689,+12.211674690,+0.391765893,+0.076578982,-0.083499908,+0.002897817,+0.062311929,-43.063404083,+43.063404083,+28.961757660,-1.002384901,+0.997179091,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,2,2
81,1.366666738,+0.797212362,+1.219509721,+12.206405640,+0.336621583,+0.075473540,-0.071715355,+0.002833908,+0.052154444,-42.896175385,+42.896175385,+32.110378265,-0.993279278,+0.963216901,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,2,2
82,1.383333405,+0.753948987,+1.208162308,+12.201439857,+0.302930683,+0.079364181,-0.064511299,+0.002614280,+0.055372853,-43.211036682,+43.211036682,+31.516286850,-0.993446231,+1.302278638,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,2,2
83,1.400000073,+0.679240882,+1.202299356,+12.196475029,+0.271375954,+0.082893364,-0.057767868,+0.002530864,+0.061039977,-43.151630402,+43.151630402,+33.281578064,-0.996108711,+1.299123287,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,2,2
84,1.416666741,+0.597769856,+1.164812446,+12.192264557,+0.219478965,+0.081058845,-0.046704292,+0.002456575,+0.048516620,-43.328159332,+43.328159332,+53.800926208,-0.988905370,+0.991898000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,2,2
85,1.433333408,+0.513617575,+1.099552989,+12.189162254,+0.177607760,+0.082424320,-0.037784576,+0.002057871,+0.041622978,-40.831180573,+45.380092621,+30.487194061,-0.985667706,+1.293824315,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,2,2
86,1.450000076,+0.417782158,+1.017033815,+12.185479164,+0.144994631,+0.084276907,-0.030837059,+0.001865036,+0.051882979,-43.048721313,+43.048721313,+34.410961151,-0.991930842,+1.299224496,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,2,2
87,1.466666743,+0.327225357,+0.947361171,+12.180772781,+0.123186618,+0.079748802,-0.026188850,+0.001659195,+0.049940404,-43.441097260,+43.441097260,+30.841117859,-0.988570929,+1.309388876,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,2,2
88,1.483333411,+0.249390528,+0.891580105,+12.175645828,+0.108734071,+0.076071411,-0.023106575,+0.001503596,+0.054761913,-43.084110260,+43.084110260,+32.590366364,-0.981104732,+1.314576387,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,2,2
89,1.500000078,+0.196192920,+0.828710079,+12.171512604,+0.071806252,+0.072195038,-0.015254021,+0.001475938,+0.052432373,-43.259037018,+43.259037018,+45.254981995,-0.971608758,+1.003358126,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,2,2
