# schema=jv-steering-release-trace/v1
# commit=4b6eb953b64660b3eec43b66efcc3343635fa66f tree=bd34d9abfef39b6cefbaac149dd02a5088a46679 dirty=false build_type=Release
# envelope=b3Wheel mode=5 steer=-1.000000 artificial_centering=false
step,time_s,left_angle_deg,right_angle_deg,forward_speed_mps,alignment_deg,yaw_rate_rps,lateral_speed_mps,rack_translation_m,rack_speed_mps,rack_motor_force_N,rack_max_force_N,tie_transverse_force_N,left_normal_axis_angular_impulse_N_m_s,right_normal_axis_angular_impulse_N_m_s,left_friction_axis_angular_impulse_N_m_s,right_friction_axis_angular_impulse_N_m_s,left_twist_axis_angular_impulse_N_m_s,right_twist_axis_angular_impulse_N_m_s,left_rolling_axis_angular_impulse_N_m_s,right_rolling_axis_angular_impulse_N_m_s,loaded_contact_points,contact_manifolds
13,0.233333346,-36.471092224,-29.451808929,+10.747383118,-2.980909109,-0.553858817,+0.559655666,-0.081879847,-0.160999358,+94.517677307,+94.517677307,+516.729248047,+2.099434614,+0.385975838,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,2,2
14,0.250000013,-36.413097382,-29.700628281,+10.693694115,-3.044894457,-0.586839080,+0.568835258,-0.082061172,-0.162554726,+91.672927856,+91.672927856,+474.282501221,+2.137435436,+0.382578194,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,2,2
15,0.266666681,-36.422565460,-30.003128052,+10.640060425,-3.098401070,-0.612343311,+0.575947285,-0.082282051,-0.167761013,+87.428253174,+87.428253174,+438.028381348,+2.146757841,+0.384513050,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,2,2
16,0.283333348,-36.479595184,-30.346900940,+10.586032867,-3.141023636,-0.636253595,+0.580921173,-0.082527533,-0.176135480,+83.802841187,+83.802841187,+399.050567627,+2.155627728,+0.388318866,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,2,2
17,0.300000016,-36.588069916,-30.722837448,+10.532880783,-3.168615818,-0.663382769,+0.583092213,-0.082750037,-0.189828217,+79.905059814,+79.905059814,+361.465118408,+2.171333551,+0.395846605,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,2,2
18,0.316666683,-36.505359650,-31.118360519,+10.474479675,-3.227097511,-0.691184521,+0.590583801,-0.081417724,-0.049729142,+76.146514893,+76.146514893,+454.421936035,+1.583909512,+0.541140437,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,2,2
19,0.333333351,-36.423141479,-31.474401474,+10.437393188,-3.086297750,-0.700399876,+0.562765598,-0.083181337,-0.150620326,+85.442199707,+85.442199707,+451.093048096,+1.756115079,+0.450965375,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,2,2
20,0.350000018,-36.530990601,-31.716445923,+10.410880089,-2.974235535,-0.731713891,+0.540916920,-0.083485752,-0.090292603,+85.109306335,+85.109306335,+178.558319092,+2.154909611,+0.317417979,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,2,2
21,0.366666686,-36.796997070,-31.951814651,+10.365202904,-3.020509958,-0.788739741,+0.546937943,-0.082881734,-0.142029285,+57.855834961,+57.855834961,+263.480438232,+2.051924467,+0.527641594,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,2,2
22,0.383333353,-37.002040863,-32.127410889,+10.298523903,-2.877780914,-0.793973804,+0.517696857,-0.083544016,-0.045269072,+66.348045349,+66.348045349,+129.522598267,+1.843665600,+0.354307652,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,2,2
23,0.400000021,-37.072608948,-32.401195526,+10.230573654,-2.873346806,-0.827242136,+0.513487339,-0.083361074,-0.078161180,+52.952259064,+52.952259064,+274.271575928,+1.727668047,+0.615087628,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,2,2
24,0.416666688,-37.048397064,-32.625122070,+10.171163559,-2.756728172,-0.831823826,+0.489753246,-0.083915398,-0.040888865,+67.427154541,+67.427154541,+126.929763794,+1.689269304,+0.386898875,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,2,2
25,0.433333356,-37.122165680,-32.922451019,+10.121744156,-2.764474630,-0.865658998,+0.488745213,-0.083489180,-0.080320820,+52.692977905,+52.692977905,+238.590972900,+1.665544987,+0.680358171,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,2,2
26,0.450000023,-37.157646179,-33.085685730,+10.074193001,-2.638473749,-0.869220316,+0.464245319,-0.084041283,-0.051418267,+63.859100342,+63.859100342,+114.653945923,+1.631949425,+0.432586581,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,2,2
27,0.466666691,-37.291061401,-33.200729370,+10.025122643,-2.619570732,-0.896939099,+0.458669662,-0.083729401,-0.081427805,+51.465393066,+51.465393066,+227.577667236,+1.615003705,+0.682670295,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,2,2
28,0.483333359,-37.386795044,-33.126216888,+9.972644806,-2.481644869,-0.894420326,+0.432214260,-0.084276617,-0.043406807,+62.757762909,+62.757766724,+121.060707092,+1.619992971,+0.392898589,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,2,2
29,0.500000026,-37.553245544,-33.016262054,+9.921068192,-2.480055809,-0.918819785,+0.429703236,-0.083881184,-0.074489340,+52.106071472,+52.106071472,+283.441314697,+1.659580708,+0.662123084,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,2,2
30,0.516666694,-37.626140594,-32.758701324,+9.868592262,-2.338507891,-0.911877513,+0.403007030,-0.084264338,-0.023828497,+68.344131470,+68.344131470,+184.589294434,+1.711955190,+0.349096268,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,2,2
31,0.533333361,-37.771038055,-32.537193298,+9.819458008,-2.285346270,-0.951574862,+0.391874790,-0.083780482,-0.060141116,+58.458930969,+58.458930969,+356.838073730,+1.789698958,+0.624569654,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,2,2
32,0.550000029,-37.713226318,-32.222213745,+9.777161598,-2.111056805,-0.945403993,+0.360401630,-0.084117681,-0.018231979,+75.683807373,+75.683807373,+272.760375977,+1.833339214,+0.365070164,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,2,2
33,0.566666696,-37.592136383,-31.987154007,+9.734392166,-2.098103046,-0.961536229,+0.356621265,-0.083463490,-0.047035787,+67.276031494,+67.276039124,+421.354858398,+1.869551897,+0.623244584,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,2,2
34,0.583333364,-37.378257751,-31.732984543,+9.685616493,-2.004575253,-0.945888460,+0.339003563,-0.083623111,-0.016058140,+82.135482788,+82.135482788,+300.276153564,+1.891535044,+0.335354298,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,2,2
35,0.600000031,-37.292510986,-31.637769699,+9.633445740,-2.054668665,-0.950635970,+0.345610619,-0.082993820,-0.042001247,+70.027618408,+70.027618408,+415.039062500,+1.906700730,+0.556516290,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,2,2
36,0.616666699,-37.255943298,-31.574682236,+9.585506439,-2.033896685,-0.938434362,+0.340411186,-0.083224691,-0.032121833,+81.503906250,+81.503906250,+331.050231934,+1.878960013,+0.389747500,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,2,2
37,0.633333366,-36.613594055,-31.560249329,+9.520771980,-2.148576736,-0.941645622,+0.357193947,-0.080927469,-0.041818563,+73.105026245,+73.105026245,+229.374404907,+0.921596646,+0.543830872,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,2,2
38,0.650000034,-36.597145081,-31.528331757,+9.490839005,-1.924991012,-0.909705043,+0.318987846,-0.082804278,-0.057605468,+62.937435150,+62.937438965,+373.142547607,+1.117563367,+0.410914153,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,2,2
39,0.666666701,-37.650310516,-31.507165909,+9.473520279,-2.002450228,-0.940832436,+0.331228256,-0.082597196,-0.041724838,+77.314254761,+77.314254761,+144.241088867,+1.291758418,+0.417968661,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,2,2
40,0.683333369,-38.172447205,-31.556671143,+9.422546387,-2.133110285,-0.965220213,+0.350961685,-0.082453884,-0.067325458,+54.424110413,+54.424110413,+253.875183105,+0.955567598,+0.558852494,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,2,2
41,0.700000037,-38.404388428,-31.599233627,+9.336822510,-2.156533718,-0.948251784,+0.351591110,-0.082548715,-0.005464328,+65.387519836,+65.387519836,+352.389312744,+0.701922894,+0.390103698,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,2,2
42,0.716666704,-38.241306305,-31.697025299,+9.252050400,-2.279918909,-0.947933137,+0.368352890,-0.082852408,-0.086348265,+105.334510803,+105.334510803,+355.188659668,+0.765381455,+0.430324346,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,2,2
43,0.733333372,-38.094219208,-31.736751556,+9.186928749,-2.322000504,-0.941387653,+0.372518539,-0.082965113,-0.086116627,+75.518859863,+75.518867493,+299.869628906,+1.202442408,+0.354376823,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,2,2
44,0.750000039,-37.397953033,-31.787477493,+9.141271591,-2.128350258,-0.903908730,+0.339724541,-0.083500043,-0.106758147,+69.986961365,+69.986961365,+466.505523682,+0.893969238,+0.364535749,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,2,2
45,0.766666707,-37.219982147,-31.914142609,+9.101865768,-1.996931434,-0.900837779,+0.317356110,-0.083772130,-0.173273802,+86.650558472,+86.650558472,+496.707122803,+1.302283049,+0.338262796,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,2,2
46,0.783333374,-37.696998596,-32.225269318,+9.066498756,-1.913811207,-0.894126832,+0.302954674,-0.084389202,-0.165225789,+89.670715332,+89.670715332,+589.295837402,+1.522121429,+0.377370775,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,2,2
47,0.800000042,-38.185104370,-32.680644989,+9.036603928,-1.837616801,-0.913525820,+0.289925575,-0.084758088,-0.168372303,+98.929580688,+98.929580688,+636.684082031,+1.725420952,+0.453205705,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,2,2
48,0.816666709,-38.461334229,-33.127758026,+9.007642746,-1.808021784,-0.936128020,+0.284338951,-0.084757887,-0.145106241,+103.668411255,+103.668411255,+474.299499512,+1.961831093,+0.402226418,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,2,2
49,0.833333377,-38.379833221,-33.495933533,+8.976737022,-1.824640751,-0.958426833,+0.285969734,-0.084233940,-0.117271371,+87.429946899,+87.429946899,+328.520629883,+2.165859938,+0.423004478,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,2,2
50,0.850000044,-37.879695892,-33.705795288,+8.934495926,-1.824878693,-0.960775971,+0.284661293,-0.083862059,-0.082765199,+72.852066040,+72.852066040,+250.664306641,+2.417426586,+0.394150227,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,2,2
51,0.866666712,-37.083606720,-33.763690948,+8.885211945,-1.727404594,-0.968793154,+0.267960548,-0.083180323,-0.040033095,+65.066429138,+65.066429138,+209.353576660,+2.512774467,+0.442925692,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,2,2
52,0.883333379,-36.269866943,-33.702663422,+8.826957703,-1.647273898,-0.965388417,+0.253848076,-0.082507357,-0.024826741,+60.935356140,+60.935356140,+173.601623535,+2.350896835,+0.430885136,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,2,2
53,0.900000047,-35.693031311,-33.617160797,+8.761352539,-1.663540125,-0.948601723,+0.254450798,-0.081976332,-0.032909982,+57.360160828,+57.360160828,+96.275108337,+2.196951389,+0.476026654,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,2,2
54,0.916666714,-35.615997314,-33.539478302,+8.694390297,-1.736800313,-0.923610926,+0.263632774,-0.081951529,-0.049129404,+49.627510071,+49.627510071,+49.348415375,+2.022504091,+0.433491170,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,2,2
55,0.933333382,-36.094329834,-33.489250183,+8.631427765,-1.855373621,-0.903366745,+0.279603958,-0.082195804,-0.117895745,+44.934841156,+44.934841156,+123.802017212,+1.825377226,+0.454748124,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,2,2
56,0.950000050,-36.986618042,-33.402885437,+8.572729111,-2.030255318,-0.893730164,+0.303898811,-0.082638472,-0.095135175,+52.380203247,+52.380203247,+151.348419189,+1.607394218,+0.494078279,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,2,2
57,0.966666717,-37.811904907,-33.209781647,+8.517909050,-2.226111889,-0.889694810,+0.331112862,-0.083228804,-0.098385789,+55.134841919,+55.134841919,+184.279907227,+1.430335641,+0.465601087,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,2,2
58,0.983333385,-38.173267365,-32.876865387,+8.458251953,-2.491435766,-0.892250538,+0.368028641,-0.082966939,-0.125954971,+58.427993774,+58.427993774,+263.885437012,+0.815295100,+0.467691749,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,2,2
59,1.000000052,-38.675590515,-32.439456940,+8.425126076,-2.437377930,-0.856335819,+0.358623505,-0.084369354,-0.036225036,+66.388542175,+66.388542175,+361.955444336,+0.940293789,+0.404706478,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,2,2
60,1.016666720,-39.110343933,-31.949243546,+8.402047157,-2.621772289,-0.880709529,+0.384734154,-0.084675133,-0.033388857,+76.195541382,+76.195541382,+264.025695801,+0.980299234,+0.329061210,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,2,2
61,1.033333387,-39.265945435,-31.559661865,+8.361401558,-2.907996178,-0.916919827,+0.424740314,-0.084114462,-0.037061311,+66.402572632,+66.402572632,+358.367858887,+0.894751787,+0.491911232,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,2,2
62,1.050000055,-39.097526550,-31.204824448,+8.298196793,-3.072158098,-0.916039050,+0.445370197,-0.084180832,-0.002532000,+75.259338379,+75.836791992,+352.930480957,+0.831380367,+0.311564267,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,2,2
63,1.066666722,-38.714332581,-30.981971741,+8.230627060,-3.305730581,-0.920422137,+0.475400925,-0.083799720,-0.021362560,+102.055717468,+105.410263062,+472.544921875,+0.896825194,+0.438707978,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,2,2
64,1.083333390,-38.245662689,-30.844520569,+8.168170929,-3.465298414,-0.909918487,+0.494621277,-0.083908267,-0.019499563,+86.948890686,+87.254493713,+432.618194580,+0.966329873,+0.305841714,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,2,2
65,1.100000057,-37.812305450,-30.873306274,+8.114457130,-3.652009249,-0.911487341,+0.517913818,-0.083474435,-0.043207921,+83.261825562,+83.261825562,+484.413940430,+1.082677841,+0.433382004,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,2,2
66,1.116666725,-37.471996307,-30.978345871,+8.064235687,-3.782361746,-0.907692790,+0.533132553,-0.083574116,-0.058072776,+88.441390991,+88.441390991,+425.382873535,+1.162999988,+0.355931669,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,2,2
67,1.133333392,-37.296916962,-31.205865860,+8.014741898,-3.935409546,-0.912044823,+0.551366806,-0.083048351,-0.060832649,+82.538284302,+82.538284302,+521.522521973,+1.283808351,+0.488231301,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,2,2
68,1.150000060,-37.249320984,-31.433942795,+7.965132236,-4.009246349,-0.903770268,+0.558268070,-0.083739176,-0.069528930,+92.152252197,+92.152252197,+374.515014648,+1.385598421,+0.301416218,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,2,2
69,1.166666728,-37.357887268,-31.723072052,+7.917839050,-4.186382771,-0.915715396,+0.579557896,-0.083623178,-0.088562153,+77.451507568,+77.451507568,+447.932617188,+1.518916368,+0.480890930,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,2,2
70,1.183333395,-37.532028198,-31.962711334,+7.871931553,-4.179192066,-0.921550453,+0.575204372,-0.084093787,-0.051995445,+84.793251038,+84.793258667,+325.202178955,+1.642627835,+0.263459325,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,2,2
71,1.200000063,-37.749668121,-32.254467010,+7.832448959,-4.257157803,-0.965094745,+0.583035469,-0.083922371,-0.094049819,+72.520217896,+72.520217896,+443.829620361,+1.770432591,+0.542889535,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,2,2
72,1.216666730,-37.665538788,-32.451709747,+7.794557571,-4.163728237,-0.954429746,+0.567435741,-0.084416322,-0.032538243,+69.786499023,+84.382965088,+252.437500000,+1.837043881,+0.245643660,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,2,2
73,1.233333398,-37.558193207,-32.735935211,+7.752561569,-4.402848244,-0.974378943,+0.596914768,-0.083631322,-0.081539720,+65.243751526,+65.243751526,+389.193542480,+1.903295159,+0.616208434,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,2,2
74,1.250000065,-37.419235229,-32.957355499,+7.704633236,-4.507730007,-0.948873878,+0.607413769,-0.084014848,-0.025646629,+78.919349670,+78.919357300,+140.697463989,+1.945172787,+0.200903296,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,2,2
75,1.266666733,-37.451606750,-33.276287079,+7.657918453,-4.869514942,-0.966777802,+0.652410984,-0.083178870,-0.057928696,+54.069747925,+54.069747925,+275.150970459,+1.915264368,+0.674408555,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,2,2
76,1.283333400,-37.397293091,-33.459880829,+7.612928391,-4.960128784,-0.945668042,+0.660706997,-0.083796173,+0.000868578,+47.623630524,+67.515098572,+107.638435364,+1.817847371,+0.199421108,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,2,2
77,1.300000068,-37.418251038,-33.628185272,+7.569276333,-5.265007496,-0.964371264,+0.697518349,-0.083156593,-0.043147106,+71.069381714,+71.069381714,+221.361587524,+1.661125898,+0.691156566,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,2,2
78,1.316666735,-37.346664429,-33.581535339,+7.521375656,-5.349459648,-0.942841887,+0.704286098,-0.083779626,+0.004318239,+22.057563782,+62.136161804,+99.992279053,+1.494711399,+0.212927669,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,2,2
79,1.333333403,-37.403278351,-33.481513977,+7.470662594,-5.672697067,-0.960334539,+0.742075920,-0.083164148,-0.044466592,+69.998916626,+69.998916626,+256.658111572,+1.359159827,+0.697424293,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,2,2
80,1.350000070,-37.437042236,-33.179897308,+7.417175770,-5.763033867,-0.937124670,+0.748574734,-0.083873548,+0.007020017,-17.512165070,+65.665809631,+98.073242188,+1.276910782,+0.176582843,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,2,2
81,1.366666738,-37.122470856,-32.862854004,+7.354337215,-6.160164356,-0.950652659,+0.793763638,-0.082202062,-0.066240951,+69.730255127,+69.730255127,+373.740356445,+0.678672433,+0.687590063,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,2,2
82,1.383333405,-38.122737885,-32.413330078,+7.323383808,-6.150757790,-0.933745146,+0.789206505,-0.083749138,-0.003477896,+55.915977478,+77.374038696,+132.483337402,+1.007449389,+0.178738803,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,2,2
83,1.400000073,-38.505245209,-32.060962677,+7.292730331,-6.606110573,-0.986471713,+0.844585896,-0.082954869,-0.067596994,+74.547668457,+74.547668457,+315.751312256,+1.030506015,+0.647775531,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,2,2
84,1.416666741,-38.652843475,-31.666646957,+7.242771149,-6.790584564,-0.985107243,+0.862441063,-0.083495170,-0.019339025,+71.575134277,+71.575134277,+240.555145264,+0.965871036,+0.256186813,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,2,2
85,1.433333408,-38.499599457,-31.382600784,+7.180671692,-7.134609222,-1.006076574,+0.898805141,-0.082861841,-0.055164997,+64.055511475,+64.055511475,+474.719299316,+1.016884565,+0.581054926,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,2,2
86,1.450000076,-38.113319397,-31.076509476,+7.124411583,-7.232055664,-0.990291417,+0.904072285,-0.083195202,-0.020916712,+40.027893066,+87.471931458,+336.361389160,+1.197333694,+0.171445549,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,2,2
87,1.466666743,-37.901008606,-30.949443817,+7.082650185,-7.525965691,-1.006697178,+0.935714245,-0.082501657,-0.081398867,+73.636138916,+73.636138916,+559.700805664,+1.399068713,+0.566608548,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,2,2
88,1.483333411,-37.633201599,-30.837810516,+7.046683311,-7.515663147,-0.989703238,+0.929673195,-0.083117507,-0.050832935,+95.970077515,+95.970077515,+398.694458008,+1.541509867,+0.181315660,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,2,2
89,1.500000078,-37.518535614,-30.934556961,+7.014758587,-7.717251778,-1.016185403,+0.950583458,-0.082556933,-0.107594356,+79.869438171,+79.869445801,+609.993164062,+1.677403688,+0.596057832,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,2,2
