# schema=jv-steering-release-trace/v1
# commit=4b6eb953b64660b3eec43b66efcc3343635fa66f tree=bd34d9abfef39b6cefbaac149dd02a5088a46679 dirty=false build_type=Release
# envelope=b3Wheel mode=5 steer=+1.000000 artificial_centering=false
step,time_s,left_angle_deg,right_angle_deg,forward_speed_mps,alignment_deg,yaw_rate_rps,lateral_speed_mps,rack_translation_m,rack_speed_mps,rack_motor_force_N,rack_max_force_N,tie_transverse_force_N,left_normal_axis_angular_impulse_N_m_s,right_normal_axis_angular_impulse_N_m_s,left_friction_axis_angular_impulse_N_m_s,right_friction_axis_angular_impulse_N_m_s,left_twist_axis_angular_impulse_N_m_s,right_twist_axis_angular_impulse_N_m_s,left_rolling_axis_angular_impulse_N_m_s,right_rolling_axis_angular_impulse_N_m_s,loaded_contact_points,contact_manifolds
36,0.616666699,+32.056785583,+35.416259766,+9.755354881,+2.162344933,+0.912501812,-0.368342400,+0.081734389,+0.144088447,-82.344337463,+82.344345093,+341.278015137,-0.514394999,-1.263283253,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,2,2
37,0.633333366,+32.177902222,+36.334606171,+9.741096497,+2.152909517,+0.926163971,-0.366197586,+0.081781432,+0.166719720,-74.127807617,+74.127807617,+175.157806396,-0.453927755,-1.480827689,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,2,2
38,0.650000034,+32.327960968,+36.746055603,+9.692176819,+2.147506952,+0.925097883,-0.363443375,+0.082479924,+0.209890217,-57.515781403,+57.515781403,+158.774932861,-0.542462766,-1.100853443,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,2,2
39,0.666666701,+32.415824890,+37.397655487,+9.607074738,+2.227479219,+0.920876086,-0.373681068,+0.082382970,+0.224928632,-55.877494812,+55.877494812,+332.995208740,-0.490357041,-0.875124574,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,2,2
40,0.683333369,+32.448608398,+37.811801910,+9.521271706,+2.296620131,+0.911790371,-0.381851196,+0.082397468,+0.220085412,-73.299522400,+73.299522400,+300.027709961,-0.371756792,-0.931521893,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,2,2
41,0.700000037,+32.432941437,+38.102943420,+9.460379601,+2.345372677,+0.912322402,-0.387472153,+0.082525752,+0.218875423,-70.002769470,+70.002769470,+337.364624023,-0.382083654,-1.378529310,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,2,2
42,0.716666704,+32.406620026,+37.640697479,+9.425040245,+2.188239098,+0.880074501,-0.360136032,+0.082941547,+0.217055246,-73.736465454,+73.736465454,+444.667358398,-0.385184705,-0.968467593,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,2,2
43,0.733333372,+32.433609009,+37.511302948,+9.394358635,+2.110212803,+0.879083157,-0.346152306,+0.083025776,+0.268978119,-84.466735840,+84.466735840,+478.686401367,-0.361267924,-1.355962873,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,2,2
44,0.750000039,+32.617183685,+37.804225922,+9.358968735,+2.014507532,+0.878428578,-0.329195023,+0.083840691,+0.290882498,-87.868637085,+87.868637085,+544.660827637,-0.394135326,-1.566810369,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,2,2
45,0.766666707,+32.900596619,+38.128154755,+9.323465347,+1.940648556,+0.888991952,-0.315913200,+0.084074132,+0.256636292,-94.466079712,+94.466079712,+604.686462402,-0.453121841,-1.742174506,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,2,2
46,0.783333374,+33.160316467,+38.274040222,+9.289326668,+1.936864376,+0.912201166,-0.314142227,+0.083950996,+0.217256561,-100.468643188,+100.468643188,+547.594299316,-0.465526283,-1.959031463,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,2,2
47,0.800000042,+33.314975739,+38.064895630,+9.253129959,+1.935345531,+0.927112639,-0.312672615,+0.083789140,+0.178163350,-94.759429932,+94.759429932,+430.234771729,-0.420473784,-2.162255049,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,2,2
48,0.816666709,+33.349609375,+37.433460236,+9.214459419,+1.939931750,+0.931763887,-0.312104225,+0.083237901,+0.131826431,-83.023483276,+83.023483276,+324.269042969,-0.402152061,-2.389179468,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,2,2
49,0.833333377,+33.292358398,+36.570312500,+9.166825294,+1.866681576,+0.946507990,-0.298758507,+0.082524784,+0.082411751,-72.426910400,+72.426910400,+216.103332520,-0.409604251,-2.559552193,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,2,2
50,0.850000044,+33.193908691,+35.623786926,+9.111405373,+1.781142354,+0.948430657,-0.283335686,+0.081932425,+0.089575656,-61.610336304,+61.610336304,+158.091659546,-0.447229356,-2.435148239,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,2,2
51,0.866666712,+33.104660034,+34.764537811,+9.048838615,+1.730901480,+0.937416315,-0.273447990,+0.081310846,+0.108967163,-55.809165955,+55.809165955,+119.132476807,-0.465906441,-2.261949301,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,2,2
52,0.883333379,+33.063896179,+34.275226593,+8.982637405,+1.761250257,+0.916976154,-0.276209831,+0.080957174,+0.150906220,-51.913242340,+51.913246155,+100.301956177,-0.463119268,-2.105677128,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,2,2
53,0.900000047,+33.067596436,+34.376659393,+8.918912888,+1.854082108,+0.895582318,-0.288715363,+0.081191435,+0.206828609,-50.030197144,+50.030197144,+115.295257568,-0.451064706,-1.978480101,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,2,2
54,0.916666714,+33.074012756,+35.115829468,+8.861620903,+1.965987206,+0.878144026,-0.304187775,+0.081892639,+0.251490593,-51.529521942,+51.529525757,+150.153839111,-0.447318494,-1.871585846,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,2,2
55,0.933333382,+33.023448944,+36.290191650,+8.810011864,+2.104782343,+0.868460774,-0.323784828,+0.082591690,+0.272977084,-55.015384674,+55.015384674,+188.364044189,-0.461021125,-1.761795163,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,2,2
56,0.950000050,+32.864727020,+36.939128876,+8.749585152,+2.365481615,+0.872065306,-0.361435890,+0.083486035,+0.282925814,-58.836402893,+58.836402893,+255.788848877,-0.480587542,-1.120523810,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,2,2
57,0.966666717,+32.579631805,+37.667037964,+8.715245247,+2.423584223,+0.868655741,-0.368870735,+0.083138168,+0.111333981,-65.578887939,+65.578887939,+331.595703125,-0.471543670,-1.198715687,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,2,2
58,0.983333385,+32.189998627,+38.321510315,+8.693468094,+2.613590002,+0.896501541,-0.396834373,+0.082609922,+0.047173113,-73.159576416,+73.159576416,+269.633880615,-0.392518431,-1.169650316,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,2,2
59,1.000000052,+31.833307266,+38.309391022,+8.654235840,+2.844655275,+0.917680860,-0.430024147,+0.082427166,+0.037693217,-66.963378906,+66.963386536,+329.833923340,-0.443071932,-0.876920342,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,2,2
60,1.016666720,+31.537282944,+38.038257599,+8.588932037,+3.011640787,+0.923348308,-0.451876640,+0.082102954,-0.002500678,-50.500392914,+72.983398438,+389.042510986,-0.387048870,-0.651848197,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,2,2
61,1.033333387,+31.375684738,+37.562641144,+8.516435623,+3.178414345,+0.924259961,-0.472924232,+0.081505574,-0.017791647,-96.850738525,+110.465950012,+451.414642334,-0.403923720,-0.634466410,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,2,2
62,1.050000055,+31.356468201,+37.091461182,+8.452174187,+3.329191923,+0.918720007,-0.491670132,+0.081303880,+0.002346957,-85.141464233,+85.141464233,+455.095458984,-0.382794589,-0.730160356,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,2,2
63,1.066666722,+31.483470917,+36.804531097,+8.397846222,+3.418658495,+0.909665346,-0.501668453,+0.081638865,+0.026118539,-119.713371277,+119.713371277,+384.422119141,-0.387712359,-0.855678439,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,2,2
64,1.083333390,+31.681671143,+36.663009644,+8.351572037,+3.562210083,+0.905389190,-0.519906521,+0.081635408,+0.095724337,-78.442214966,+78.442214966,+433.807067871,-0.422027856,-1.025286436,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,2,2
65,1.100000057,+31.896087646,+36.761508942,+8.307680130,+3.634104729,+0.903029382,-0.527639866,+0.082104728,+0.145747989,-83.380706787,+83.380706787,+390.800476074,-0.434157193,-1.198864937,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,2,2
66,1.116666725,+32.095054626,+36.998577118,+8.262116432,+3.697246075,+0.902038276,-0.533888340,+0.082543552,+0.172926173,-79.080047607,+79.080047607,+406.795776367,-0.430717051,-1.368222356,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,2,2
67,1.133333392,+32.283107758,+37.288425446,+8.217426300,+3.765167952,+0.904386342,-0.540783405,+0.082927160,+0.177688926,-80.679580688,+80.679580688,+418.250854492,-0.397316575,-1.534294605,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,2,2
68,1.150000060,+32.488460541,+37.558158875,+8.179433823,+3.878154278,+0.914721310,-0.554484844,+0.083014913,+0.163871691,-81.825088501,+81.825088501,+445.778320312,-0.413274795,-1.700521111,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,2,2
69,1.166666728,+32.694793701,+37.704788208,+8.144937515,+3.883855343,+0.946952462,-0.552960396,+0.083211750,+0.148109362,-84.577835083,+84.577835083,+427.891967773,-0.408500940,-1.868061543,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,2,2
70,1.183333395,+32.890605927,+37.603630066,+8.110202789,+3.906194687,+0.960341930,-0.553779125,+0.083059393,+0.113879338,-82.789199829,+82.789199829,+407.100158691,-0.433031559,-1.986877203,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,2,2
71,1.200000063,+33.076427460,+37.350742340,+8.069559097,+3.993046522,+0.960935414,-0.563294411,+0.082853168,+0.088206388,-80.710021973,+80.710021973,+330.574340820,-0.406315476,-2.057574987,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,2,2
72,1.216666730,+33.287288666,+37.023254395,+8.022663116,+4.157816410,+0.955932736,-0.583209515,+0.082616106,+0.078145713,-73.057434082,+73.057434082,+281.802276611,-0.446677923,-2.072726011,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,2,2
73,1.233333398,+33.505016327,+36.724750519,+7.973861217,+4.327890396,+0.947497785,-0.603461266,+0.082449310,+0.066801868,-68.180221558,+68.180229187,+211.230560303,-0.423102468,-2.015760899,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,2,2
74,1.250000065,+33.705047607,+36.504589081,+7.925919533,+4.489107132,+0.944094598,-0.622267246,+0.082279094,+0.069081813,-61.123054504,+61.123054504,+180.912811279,-0.464351714,-1.878009200,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,2,2
75,1.266666733,+33.827804565,+36.412532806,+7.877778053,+4.635951996,+0.939561307,-0.638806343,+0.082237758,+0.075072162,-58.091281891,+58.091281891,+148.817810059,-0.454525292,-1.695979238,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,2,2
76,1.283333400,+33.845394135,+36.469429016,+7.827840328,+4.794054508,+0.934504092,-0.656504154,+0.082260713,+0.088397451,-54.881778717,+54.881782532,+149.905914307,-0.461505175,-1.513174653,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,2,2
77,1.300000068,+33.743186951,+36.667934418,+7.775789738,+4.976103783,+0.931171060,-0.677025795,+0.082328223,+0.089421481,-54.990592957,+54.990592957,+166.402008057,-0.447899163,-1.370136499,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,2,2
78,1.316666735,+33.529651642,+35.733112335,+7.709953785,+5.259528160,+0.928557456,-0.709738255,+0.082765646,+0.139528617,-56.640201569,+56.640201569,+227.865814209,-0.444835007,-0.775073111,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,2,2
79,1.333333403,+33.211475372,+36.776618958,+7.681633472,+5.389561176,+0.934027731,-0.724716187,+0.082368098,+0.123582669,-62.786582947,+62.786582947,+204.489212036,-0.453240871,-1.104269981,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,2,2
80,1.350000070,+32.837562561,+37.616249084,+7.649498463,+5.615013599,+0.949361503,-0.752063751,+0.082615033,+0.151041523,-60.448917389,+60.448921204,+202.322067261,-0.421616346,-1.016008258,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,2,2
81,1.366666738,+32.479602814,+38.155849457,+7.594848156,+5.861093044,+0.958420634,-0.779639244,+0.082910754,+0.168229222,-60.232212067,+60.232208252,+322.318115234,-0.473192096,-0.898808718,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,2,2
82,1.383333405,+32.138427734,+38.474285126,+7.527717590,+6.105109692,+0.962082386,-0.805160046,+0.082775801,+0.132015929,-72.231811523,+72.231811523,+374.550598145,-0.371550381,-0.968731642,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,2,2
83,1.400000073,+31.855897903,+38.406894684,+7.471410751,+6.360484123,+0.971026301,-0.832835674,+0.082527809,+0.135017738,-77.455062866,+77.455062866,+454.896850586,-0.430280387,-1.170328379,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,2,2
84,1.416666741,+31.610673904,+38.231040955,+7.431702137,+6.527814865,+0.972038150,-0.850390434,+0.082566760,+0.133083671,-85.489685059,+85.489685059,+465.083129883,-0.360715091,-1.386298656,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,2,2
85,1.433333408,+31.433372498,+37.949718475,+7.398090363,+6.669110775,+0.978690088,-0.865032673,+0.082426354,+0.136601254,-86.508316040,+86.508316040,+522.217651367,-0.423794627,-1.535784006,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,2,2
86,1.450000076,+31.322469711,+37.635868073,+7.364620686,+6.749560356,+0.983179569,-0.871603012,+0.082479075,+0.138304904,-92.221771240,+92.221771240,+502.884033203,-0.368143797,-1.643410921,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,2,2
87,1.466666743,+31.309312820,+37.300262451,+7.327758312,+6.826285839,+0.990732849,-0.877192020,+0.082397856,+0.146775901,-90.288406372,+90.288406372,+538.879455566,-0.434631646,-1.740282059,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,2,2
88,1.483333411,+31.360507965,+37.008152008,+7.289490700,+6.885049820,+0.990478516,-0.880195618,+0.082483463,+0.139029622,-93.887947083,+93.887947083,+489.490753174,-0.357838690,-1.816803336,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,2,2
89,1.500000078,+31.490312576,+36.723014832,+7.253305912,+7.007369518,+0.997891665,-0.891541004,+0.082323134,+0.134500191,-88.949081421,+88.949081421,+501.549316406,-0.433171421,-1.907307863,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,2,2
