# schema=jv-steering-release-trace/v1
# commit=4b6eb953b64660b3eec43b66efcc3343635fa66f tree=bd34d9abfef39b6cefbaac149dd02a5088a46679 dirty=false build_type=Release
# envelope=b3Wheel mode=5 steer=-0.500000 artificial_centering=false
step,time_s,left_angle_deg,right_angle_deg,forward_speed_mps,alignment_deg,yaw_rate_rps,lateral_speed_mps,rack_translation_m,rack_speed_mps,rack_motor_force_N,rack_max_force_N,tie_transverse_force_N,left_normal_axis_angular_impulse_N_m_s,right_normal_axis_angular_impulse_N_m_s,left_friction_axis_angular_impulse_N_m_s,right_friction_axis_angular_impulse_N_m_s,left_twist_axis_angular_impulse_N_m_s,right_twist_axis_angular_impulse_N_m_s,left_rolling_axis_angular_impulse_N_m_s,right_rolling_axis_angular_impulse_N_m_s,loaded_contact_points,contact_manifolds
17,0.300000016,-37.512443542,-31.437507629,+11.831562042,-1.259330153,-0.581575036,+0.260093212,-0.084011532,-0.190065071,+102.926956177,+102.926956177,+433.778991699,+2.213579655,+0.431291223,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,2,2
18,0.316666683,-38.334060669,-32.863792419,+11.805179596,-1.390698910,-0.618066549,+0.286594868,-0.084753186,-0.147342384,+83.377899170,+83.377899170,+224.413925171,+2.335350513,+0.475751042,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,2,2
19,0.333333351,-38.314662933,-34.084854126,+11.771373749,-1.475996494,-0.647789776,+0.303309441,-0.084892496,-0.111451671,+62.441390991,+62.441390991,+185.770507812,+2.391151428,+0.513220549,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,2,2
20,0.350000018,-37.914245605,-35.033798218,+11.719625473,-1.565629125,-0.676228583,+0.320322990,-0.084603861,-0.076328680,+58.577049255,+58.577049255,+285.375854492,+2.887187481,+0.554631829,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,2,2
21,0.366666686,-36.776676178,-35.710227966,+11.655686378,-1.507026792,-0.661686301,+0.306645393,-0.084702723,-0.064152919,+68.537582397,+68.537582397,+248.910629272,+1.620234728,+0.584926844,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,2,2
22,0.383333353,-35.861736298,-36.122898102,+11.585371017,-1.485543132,-0.663094461,+0.300448418,-0.084194355,-0.068296842,+64.891067505,+64.891067505,+336.473815918,+1.926944852,+0.579933703,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,2,2
23,0.400000021,-35.697299957,-36.336524963,+11.517116547,-1.498960972,-0.670848012,+0.301377296,-0.084117442,-0.084413707,+73.647384644,+73.647384644,+333.851562500,+2.155522585,+0.618727684,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,2,2
24,0.416666688,-35.946487427,-36.357616425,+11.459072113,-1.500102997,-0.677782238,+0.300086975,-0.084297165,-0.084883399,+73.385162354,+73.385162354,+292.085449219,+2.325028896,+0.649623454,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,2,2
25,0.433333356,-36.385650635,-36.131847382,+11.406204224,-1.487860680,-0.701734185,+0.296263695,-0.084279448,-0.092390478,+69.208541870,+69.208541870,+241.489166260,+2.423925877,+0.668153584,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,2,2
26,0.450000023,-36.792724609,-35.598915100,+11.359874725,-1.414971948,-0.736476719,+0.280599594,-0.084264070,-0.107196808,+64.148918152,+64.148918152,+205.376129150,+2.423365593,+0.663761199,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,2,2
27,0.466666691,-36.807506561,-34.774040222,+11.300486565,-1.333162904,-0.751973212,+0.262988091,-0.083443075,-0.181481287,+37.587593079,+60.537612915,+135.536865234,+2.037595272,+0.589551687,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,2,2
28,0.483333359,-36.358810425,-33.791820526,+11.240452766,-1.387212515,-0.747572303,+0.272200584,-0.083275005,-0.031687170,+53.553688049,+53.553688049,+67.072227478,+1.472390175,+0.568685412,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,2,2
29,0.500000026,-37.182571411,-32.786251068,+11.197009087,-1.505287766,-0.763809264,+0.294238091,-0.082897589,-0.017965563,+46.707221985,+46.707221985,+70.599906921,+1.644186616,+0.550111115,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,2,2
30,0.516666694,-37.503421783,-31.916297913,+11.146078110,-1.611272454,-0.775752246,+0.313532829,-0.082528904,-0.009058323,+47.059989929,+47.059989929,+204.266662598,+1.361648917,+0.565040827,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,2,2
31,0.533333361,-37.835796356,-31.241590500,+11.077627182,-1.739109993,-0.778777182,+0.336344719,-0.082032509,+0.001704780,+84.597328186,+84.597328186,+402.037139893,+1.328287840,+0.603471994,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,2,2
32,0.550000029,-37.152523041,-30.716199875,+11.010180473,-1.722253323,-0.741173029,+0.331054688,-0.082708508,-0.056491651,+112.285209656,+112.285209656,+535.232910156,+0.802746892,+0.489443779,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,2,2
33,0.566666696,-37.107975006,-30.292030334,+10.952604294,-1.761910081,-0.730797768,+0.336911201,-0.082579739,-0.091393374,+93.523292542,+93.523292542,+496.971405029,+1.243684769,+0.384060353,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,2,2
34,0.583333364,-37.550956726,-30.067844391,+10.903884888,-1.801783085,-0.719707429,+0.343008041,-0.082961559,-0.111782692,+89.697143555,+89.697143555,+578.168151855,+1.496606827,+0.390337080,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,2,2
35,0.600000031,-37.952991486,-30.089799881,+10.866093636,-1.826115012,-0.718745828,+0.346438408,-0.083402298,-0.125831291,+97.816818237,+97.816818237,+612.629516602,+1.721615791,+0.393365294,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,2,2
36,0.616666699,-38.237407684,-30.343858719,+10.833995819,-1.873646021,-0.727554202,+0.354412079,-0.083621830,-0.128389284,+101.262954712,+101.262954712,+587.540771484,+1.892820597,+0.396213681,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,2,2
37,0.633333366,-38.302585602,-30.781911850,+10.799922943,-1.921561122,-0.739738882,+0.362339020,-0.083691880,-0.123969391,+98.754074097,+98.754074097,+533.648376465,+2.023011684,+0.411229014,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,2,2
38,0.650000034,-38.109714508,-31.311391830,+10.759313583,-1.960684896,-0.751509011,+0.368331909,-0.083594441,-0.118734509,+93.364837646,+93.364837646,+438.427795410,+2.124119043,+0.415427208,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,2,2
39,0.666666701,-37.691558838,-31.858964920,+10.712021828,-2.003438950,-0.756583750,+0.374715805,-0.083297856,-0.127521440,+83.842781067,+83.842781067,+335.459472656,+2.206771851,+0.424138129,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,2,2
40,0.683333369,-37.188385010,-32.387657166,+10.661259651,-2.031971455,-0.757760465,+0.378255844,-0.082995147,-0.103352882,+73.545944214,+73.545944214,+228.960449219,+2.299645901,+0.439370811,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,2,2
41,0.700000037,-36.722087860,-32.884338379,+10.605151176,-2.045573950,-0.754692018,+0.378786087,-0.082602084,-0.070619754,+62.896045685,+62.896045685,+126.273696899,+2.347148895,+0.457097352,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,2,2
42,0.716666704,-36.443275452,-33.326229095,+10.546112061,-1.991410255,-0.768035591,+0.366695404,-0.082519464,-0.082184434,+52.627368927,+52.627368927,+117.302276611,+2.290091991,+0.472261518,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,2,2
43,0.733333372,-36.342918396,-33.678092957,+10.495613098,-1.900820255,-0.771502912,+0.348325729,-0.082626283,-0.085754156,+51.730228424,+51.730228424,+126.678543091,+2.161385536,+0.504809976,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,2,2
44,0.750000039,-36.396381378,-33.925987244,+10.442737579,-1.858953118,-0.764257729,+0.338932037,-0.082784154,-0.115118101,+52.667854309,+52.667854309,+122.186096191,+2.000580311,+0.531203985,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,2,2
45,0.766666707,-36.664253235,-34.071834564,+10.384813309,-1.888236165,-0.751323342,+0.342365265,-0.083024912,-0.148851633,+52.218608856,+52.218608856,+119.301818848,+1.890427709,+0.533191919,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,2,2
46,0.783333374,-36.812290192,-34.111713409,+10.318944931,-1.980327249,-0.744504333,+0.356798172,-0.082962066,-0.112423070,+51.930179596,+51.930183411,+113.109588623,+1.296943188,+0.529520154,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,2,2
47,0.800000042,-37.204013824,-34.031738281,+10.281372070,-1.902150154,-0.719537795,+0.341454506,-0.084068090,-0.112500034,+51.310958862,+51.310958862,+265.649688721,+1.440869570,+0.528627038,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,2,2
48,0.816666709,-37.862514496,-33.827785492,+10.259666443,-2.007010698,-0.744462311,+0.359532356,-0.084042192,-0.073886208,+66.564971924,+66.564971924,+109.691658020,+1.821839571,+0.482950687,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,2,2
49,0.833333377,-38.391929626,-33.566688538,+10.222811699,-2.138211012,-0.765958905,+0.381680489,-0.083983786,-0.049392864,+50.969161987,+50.969165802,+145.946563721,+1.705779314,+0.544672191,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,2,2
50,0.850000044,-38.616184235,-33.217620850,+10.164366722,-2.230352879,-0.772878110,+0.395868301,-0.084013745,-0.026292203,+54.594657898,+54.594657898,+213.327880859,+1.515241623,+0.539144754,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,2,2
51,0.866666712,-38.449031830,-32.773429871,+10.098280907,-2.315073729,-0.776177347,+0.408249855,-0.083921075,-0.011936301,+61.332790375,+61.332786560,+245.574859619,+1.410208821,+0.492307067,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,2,2
52,0.883333379,-38.072441101,-32.328659058,+10.034847260,-2.422758341,-0.774880350,+0.424577713,-0.082790263,+0.049634162,+64.557487488,+64.557487488,+398.529663086,+1.378147721,+0.527090430,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,2,2
53,0.900000047,-37.706542969,-31.850152969,+9.977785110,-2.508728027,-0.779841363,+0.437162399,-0.083372846,-0.036358848,+79.852958679,+79.852966309,+411.120086670,+1.345910907,+0.456724524,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,2,2
54,0.916666714,-37.370338440,-31.409395218,+9.922971725,-2.519413233,-0.774015069,+0.436614990,-0.083241262,-0.012413217,+81.112014771,+81.112014771,+396.580108643,+1.340455174,+0.444337547,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,2,2
55,0.933333382,-37.206325531,-31.030265808,+9.867469788,-2.596805334,-0.781582117,+0.447527885,-0.083037235,-0.042329527,+79.658012390,+79.658012390,+463.347290039,+1.390326858,+0.493166864,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,2,2
56,0.950000050,-37.193313599,-30.759031296,+9.811912537,-2.627454758,-0.780775189,+0.450267792,-0.083236150,-0.042745605,+86.334732056,+86.334732056,+460.359588623,+1.477883458,+0.411058009,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,2,2
57,0.966666717,-37.330871582,-30.670333862,+9.760729790,-2.710282564,-0.790849149,+0.462059975,-0.083252355,-0.064012863,+86.035964966,+86.035964966,+526.445495605,+1.591826916,+0.473983228,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,2,2
58,0.983333385,-37.509136200,-30.711565018,+9.715120316,-2.761078119,-0.793610513,+0.468533516,-0.083572522,-0.060561582,+92.644546509,+92.644546509,+488.306060791,+1.717559576,+0.392127395,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,2,2
59,1.000000052,-37.690776825,-30.895860672,+9.674468040,-2.871973038,-0.807140470,+0.485342979,-0.083454341,-0.070433736,+88.830612183,+88.830612183,+512.701049805,+1.818846464,+0.469934702,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,2,2
60,1.016666720,-37.766471863,-31.111642838,+9.632276535,-2.830853462,-0.832332611,+0.476296425,-0.083761044,-0.062819682,+91.270111084,+91.270111084,+422.843811035,+1.908888578,+0.388186842,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,2,2
61,1.033333387,-37.644638062,-31.366989136,+9.584628105,-2.852035046,-0.844106376,+0.477492332,-0.083546676,-0.065041259,+82.284370422,+82.284378052,+430.088562012,+1.933120489,+0.480963230,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,2,2
62,1.050000055,-37.388038635,-31.597204208,+9.531517982,-2.862347603,-0.836461723,+0.476566315,-0.083602011,-0.049642872,+83.008857727,+83.008857727,+316.489410400,+1.953320265,+0.366431475,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,2,2
63,1.066666722,-37.218902588,-31.896472931,+9.477059364,-2.993134737,-0.840976596,+0.495532990,-0.083227761,-0.071035929,+71.648941040,+71.648941040,+341.368591309,+1.956785917,+0.515828431,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,2,2
64,1.083333390,-37.138202667,-32.194683075,+9.425251007,-3.062402010,-0.830094993,+0.504250526,-0.083408654,-0.043925215,+74.136856079,+74.136856079,+214.245300293,+1.926410437,+0.364978790,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,2,2
65,1.100000057,-37.073623657,-32.538936615,+9.368361473,-3.258440018,-0.840143919,+0.533358574,-0.082117982,-0.201871261,-61.424526215,+61.424530029,+220.558380127,+1.607347012,+0.575440466,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,2,2
66,1.116666725,-36.555717468,-32.815059662,+9.323075294,-3.273280859,-0.824744046,+0.533203125,-0.083044730,-0.047401056,+62.055839539,+62.055839539,+133.695922852,+1.096952319,+0.372203290,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,2,2
67,1.133333392,-37.358402252,-33.046638489,+9.296654701,-3.456505060,-0.857876182,+0.561524391,-0.082724221,-0.073687658,+53.369590759,+53.369590759,+85.972183228,+1.442203879,+0.616126955,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,2,2
68,1.150000060,-37.781597137,-33.134895325,+9.250822067,-3.558695316,-0.861749768,+0.575317383,-0.083144911,-0.049380358,+48.597217560,+48.597217560,+83.718177795,+1.400364280,+0.379468679,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,2,2
69,1.166666728,-37.351123810,-33.201412201,+9.182069778,-3.605195284,-0.843542397,+0.578522682,-0.083287545,-0.073760830,+48.371818542,+48.371818542,+269.493347168,+0.785160363,+0.640024841,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,2,2
70,1.183333395,-37.308589935,-33.120754242,+9.109388351,-3.633392334,-0.821023285,+0.578444481,-0.083739251,-0.075226128,+66.949333191,+66.949333191,+142.863906860,+1.137259007,+0.266237676,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,2,2
71,1.200000063,-37.780796051,-33.124843597,+9.051699638,-3.765501976,-0.823278546,+0.595739365,-0.083799422,-0.103759296,+54.286392212,+54.286392212,+322.621826172,+1.439353466,+0.497417092,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,2,2
72,1.216666730,-38.185134888,-33.100288391,+9.015602112,-3.842691183,-0.826575875,+0.605563164,-0.084357083,-0.106232114,+72.262184143,+72.262184143,+357.067718506,+1.704547167,+0.445090175,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,2,2
73,1.233333398,-38.410091400,-33.052055359,+8.991251945,-3.917207241,-0.842554152,+0.615674973,-0.084299885,-0.092728868,+75.706764221,+75.706771851,+363.544860840,+1.955713868,+0.464559436,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,2,2
74,1.250000065,-38.404098511,-32.961845398,+8.961791039,-3.992138624,-0.862200499,+0.625433922,-0.084106594,-0.080411837,+76.354492188,+76.354492188,+336.697357178,+2.150320053,+0.467399448,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,2,2
75,1.266666733,-38.168899536,-32.825622559,+8.919782639,-4.052621365,-0.874437213,+0.631964684,-0.083780281,-0.053164296,+73.669738770,+73.669738770,+279.921112061,+2.236275196,+0.437765360,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,2,2
76,1.283333400,-37.760276794,-32.680393219,+8.869384766,-4.149537563,-0.883344233,+0.643473625,-0.082814336,-0.033312336,+67.992111206,+67.992111206,+376.522277832,+2.234797001,+0.531222761,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,2,2
77,1.300000068,-37.236217499,-32.493728638,+8.817722321,-4.197961330,-0.879152358,+0.647217751,-0.083051004,-0.097388223,+77.652229309,+77.652229309,+240.260238647,+2.205060005,+0.348158062,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,2,2
78,1.316666735,-36.795948029,-32.288211823,+8.765071869,-4.271340370,-0.877918303,+0.654640198,-0.082385994,-0.066541605,+64.026023865,+64.026023865,+246.277465820,+2.159386396,+0.463079363,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,2,2
79,1.333333403,-36.538269043,-32.010650635,+8.710861206,-4.225673199,-0.892087638,+0.643610001,-0.082339555,-0.078638136,+64.627746582,+64.627746582,+229.408416748,+2.093109608,+0.396436214,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,2,2
80,1.350000070,-36.440830231,-31.750900269,+8.664468765,-4.185499191,-0.902440667,+0.634074211,-0.082119599,-0.107484922,+62.940841675,+62.940841675,+307.226409912,+1.998038769,+0.489530265,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,2,2
81,1.366666738,-36.460422516,-31.513374329,+8.615997314,-4.185276031,-0.893940210,+0.630493164,-0.082227260,-0.125961736,+70.722640991,+70.722640991,+325.239593506,+1.894463778,+0.416563690,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,2,2
82,1.383333405,-36.681556702,-31.382019043,+8.565074921,-4.275698662,-0.892326593,+0.640357971,-0.082262412,-0.131023288,+72.523956299,+72.523956299,+379.609771729,+1.843107820,+0.485612571,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,2,2
83,1.400000073,-37.077316284,-31.335727692,+8.515716553,-4.353074551,-0.888814867,+0.648233414,-0.082762130,-0.110504076,+77.960983276,+77.960983276,+364.104858398,+1.830971003,+0.398816049,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,2,2
84,1.416666741,-37.568241119,-31.387521744,+8.472148895,-4.484768391,-0.898267984,+0.664506435,-0.082956009,-0.113868549,+76.410491943,+76.410491943,+408.277099609,+1.853643298,+0.469015956,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,2,2
85,1.433333408,-37.989418030,-31.465557098,+8.432677269,-4.589378834,-0.904762030,+0.676903725,-0.083319485,-0.101244874,+80.827713013,+80.827713013,+356.336608887,+1.872059345,+0.373518407,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,2,2
86,1.450000076,-38.181377411,-31.573074341,+8.386052132,-4.773794174,-0.921250224,+0.700334072,-0.082452804,-0.163897902,+34.405521393,+75.633666992,+309.007629395,+1.649537325,+0.469823003,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,2,2
87,1.466666743,-37.364303589,-31.654987335,+8.346075058,-4.695445538,-0.901645422,+0.685504436,-0.083661877,-0.068267368,+70.900764465,+70.900764465,+447.651062012,+1.240940332,+0.374459833,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,2,2
88,1.483333411,-37.624691010,-31.704534531,+8.329356194,-4.723770142,-0.926252007,+0.688276768,-0.083427504,-0.078492619,+84.765098572,+84.765106201,+322.176177979,+1.709622145,+0.436061621,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,2,2
89,1.500000078,-37.721553802,-31.743045807,+8.300641060,-4.806978226,-0.951079845,+0.698042393,-0.083237194,-0.051932611,+72.217620850,+72.217620850,+214.958312988,+1.547223687,+0.418372780,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,2,2
