phase,step,time_s,chassis_y,chassis_vy,chassis_accel,wheel_y,wheel_vy,compression,suspension_travel,normal_impulse,loaded_points,persisted_points,step_ms
static,0,0,1.352712869644165,-4.1089951992034912e-06,-3.5756825127464253e-05,0.51382362842559814,4.0639740461756446e-09,0.00027637157440185689,0.11111075878143306,64.666057586669922,2,2,0.005859375
static,1,0.0166666667,1.3527127504348755,-4.120171070098877e-06,-6.7055225372314453e-07,0.51382368803024292,-7.4507049419025861e-09,0.0002763119697570815,0.11111093759536739,64.667236328125,2,2,0.006103515625
static,2,0.0333333333,1.3527126312255859,-4.3399631977081299e-06,-1.3187527656555176e-05,0.51382362842559814,1.0837332808932842e-08,0.00027637157440185689,0.11111099720001216,64.666168212890625,2,2,0.005859375
static,3,0.05,1.3527125120162964,-4.0009617805480957e-06,2.0340085029602051e-05,0.51382368803024292,-3.3866278670302563e-09,0.0002763119697570815,0.11111117601394649,64.667343139648438,2,2,0.005859375
static,4,0.0666666667,1.3527123928070068,-3.8817524909973145e-06,7.152557373046875e-06,0.51382362842559814,4.7413202253210329e-09,0.00027637157440185689,0.11111123561859126,64.666267395019531,2,2,0.005859375
static,5,0.0833333333,1.3527123928070068,-3.2480061236128677e-06,3.8024782043066807e-05,0.51382368803024292,-7.4507049419025861e-09,0.0002763119697570815,0.11111129522323604,64.667423248291016,2,2,0.005859375
static,6,0.1,1.3527123928070068,-2.9951333999633789e-06,1.5172363418969326e-05,0.51382362842559814,6.7747052412414632e-10,0.00027637157440185689,0.11111123561859126,64.666313171386719,2,2,0.005859375
static,7,0.116666667,1.3527123928070068,-2.4433434191450942e-06,3.3107398849097081e-05,0.51382368803024292,-1.0837105435257399e-08,0.0002763119697570815,0.11111129522323604,64.667404174804688,2,2,0.005859375
static,8,0.133333333,1.3527123928070068,-2.2383530904335203e-06,1.2299419722694438e-05,0.51382362842559814,8.1280511210479744e-09,0.00027637157440185689,0.11111123561859126,64.666294097900391,2,2,0.005859375
static,9,0.15,1.3527123928070068,-1.7243623915419448e-06,3.0839441933494527e-05,0.51382368803024292,-4.0639740461756446e-09,0.0002763119697570815,0.11111129522323604,64.667388916015625,2,2,0.005859375
static,10,0.166666667,1.3527123928070068,-1.560896635055542e-06,9.8079453891841695e-06,0.51382362842559814,6.7724315044870309e-10,0.00027637157440185689,0.11111123561859126,64.666290283203125,2,2,0.005859375
static,11,0.183333333,1.3527123928070068,-1.1058648397010984e-06,2.7301907721266616e-05,0.51382368803024292,-7.4507049419025861e-09,0.0002763119697570815,0.11111129522323604,64.667377471923828,2,2,0.005859375
static,12,0.2,1.3527123928070068,-9.8347663879394531e-07,7.3432920544291846e-06,0.51382362842559814,3.3866278670302563e-09,0.00027637157440185689,0.11111123561859126,64.666267395019531,2,2,0.005859375
static,13,0.216666667,1.3527123928070068,-5.550682544708252e-07,2.5704503059387207e-05,0.51382368803024292,-1.0837105435257399e-08,0.0002763119697570815,0.11111129522323604,64.667366027832031,2,2,0.005859375
static,14,0.233333333,1.3527123928070068,-4.7301253403020382e-07,4.9233432264372823e-06,0.51382362842559814,7.4504775682271429e-09,0.00027637157440185689,0.11111123561859126,64.666252136230469,2,2,0.005859375
static,15,0.25,1.3527123928070068,-7.8231096267700195e-08,2.3686886265750218e-05,0.51382368803024292,-1.1514678988078231e-08,0.0002763119697570815,0.11111129522323604,64.667354583740234,2,2,0.006103515625
static,16,0.266666667,1.3527123928070068,-5.1607688789090389e-08,1.5974044487165884e-06,0.51382362842559814,7.4509323155780294e-09,0.00027637157440185689,0.11111123561859126,64.666240692138672,2,2,0.005859375
static,17,0.283333333,1.3527123928070068,2.9429793357849121e-07,2.0754337342054896e-05,0.51382368803024292,-1.0837332808932842e-08,0.0002763119697570815,0.11111129522323604,64.667343139648438,2,2,0.005615234375
static,18,0.3,1.3527123928070068,3.0602018341596704e-07,7.0333499024854973e-07,0.51382362842559814,6.7747052412414632e-10,0.00027637157440185689,0.11111123561859126,64.666244506835938,2,2,0.005615234375
static,19,0.316666667,1.3527123928070068,6.4020355239335913e-07,2.0051002138643526e-05,0.51382368803024292,-1.0837332808932842e-08,0.0002763119697570815,0.11111129522323604,64.667339324951172,2,2,0.005615234375
static,20,0.333333333,1.3527123928070068,6.2902768149797339e-07,-6.7055225372314453e-07,0.51382362842559814,7.4507049419025861e-09,0.00027637157440185689,0.11111123561859126,64.666233062744141,2,2,0.005615234375
static,21,0.35,1.3527123928070068,9.4195206656877417e-07,1.8775463104248047e-05,0.51382368803024292,-8.1282784947234177e-09,0.0002763119697570815,0.11111129522323604,64.667339324951172,2,2,0.005615234375
static,22,0.366666667,1.3527123928070068,8.8289380073547363e-07,-3.5434959499980323e-06,0.51382362842559814,7.4504775682271429e-09,0.00027637157440185689,0.11111123561859126,64.666217803955078,2,2,0.005615234375
static,23,0.383333333,1.3527123928070068,1.1771917343139648e-06,1.7657876014709473e-05,0.51382368803024292,-4.0639740461756446e-09,0.0002763119697570815,0.11111129522323604,64.667327880859375,2,2,0.005615234375
static,24,0.4,1.3527123928070068,1.1021395494026365e-06,-4.5031310946797021e-06,0.51382362842559814,7.4504775682271429e-09,0.00027637157440185689,0.11111123561859126,64.666213989257812,2,2,0.005859375
static,25,0.416666667,1.3527123928070068,1.3553600410887157e-06,1.5193229501164751e-05,0.51382368803024292,-8.127596373697088e-09,0.0002763119697570815,0.11111129522323604,64.667316436767578,2,2,0.005859375
static,26,0.433333333,1.3527123928070068,1.2703239917755127e-06,-5.102162958792178e-06,0.51382362842559814,4.0639740461756446e-09,0.00027637157440185689,0.11111123561859126,64.666213989257812,2,2,0.005615234375
static,27,0.45,1.3527123928070068,1.5160937891778303e-06,1.4746187844139058e-05,0.51382368803024292,-7.4504775682271429e-09,0.0002763119697570815,0.11111129522323604,64.667316436767578,2,2,0.005859375
static,28,0.466666667,1.3527123928070068,1.4230608940124512e-06,-5.5819737099227495e-06,0.51382362842559814,6.7747052412414632e-10,0.00027637157440185689,0.11111123561859126,64.666210174560547,2,2,0.005859375
static,29,0.483333333,1.3527123928070068,1.6571085552641307e-06,1.4042859675100772e-05,0.51382368803024292,-1.0837105435257399e-08,0.0002763119697570815,0.11111129522323604,64.667316436767578,2,2,0.005859375
static,30,0.5,1.3527123928070068,1.5528996755165281e-06,-6.2525327848561574e-06,0.51382362842559814,7.4507049419025861e-09,0.00027637157440185689,0.11111123561859126,64.666206359863281,2,2,0.005859375
static,31,0.516666667,1.3527123928070068,1.7837683117249981e-06,1.3852118172508199e-05,0.51382368803024292,-1.0159759256112011e-08,0.0002763119697570815,0.11111129522323604,64.667312622070312,2,2,0.005859375
