# schema=jv-steering-release-trace/v2
# commit=380378ef52df980c62d2db87641dec2aa07e97ae tree=eddb5ac0e1ca1da57df5dd279a3e1cf0acbea2f9 dirty=false build_type=Release
# envelope=b3Wheel mode=5 steer=-0.470000 artificial_centering=false
step,time_s,phase,left_angle_deg,right_angle_deg,forward_speed_mps,alignment_deg,yaw_rate_rps,lateral_speed_mps,rack_translation_m,rack_speed_mps,rack_motor_force_N,rack_max_force_N,tie_transverse_force_N,left_steering_axis_speed_rps,right_steering_axis_speed_rps,left_slip_angle_deg,right_slip_angle_deg,left_suspension_load_N,right_suspension_load_N,left_normal_impulse_N_s,right_normal_impulse_N_s,left_normal_axis_angular_impulse_N_m_s,right_normal_axis_angular_impulse_N_m_s,left_normal_moment_arm_m,right_normal_moment_arm_m,left_contact_trail_positive_behind_m,right_contact_trail_positive_behind_m,left_contact_scrub_positive_outboard_m,right_contact_scrub_positive_outboard_m,left_contact_centroid_moment_residual_N_m_s,right_contact_centroid_moment_residual_N_m_s,left_friction_axis_angular_impulse_N_m_s,right_friction_axis_angular_impulse_N_m_s,left_twist_axis_angular_impulse_N_m_s,right_twist_axis_angular_impulse_N_m_s,left_rolling_axis_angular_impulse_N_m_s,right_rolling_axis_angular_impulse_N_m_s,left_tie_rod_axis_torque_N_m,right_tie_rod_axis_torque_N_m,left_tie_rod_rack_axis_force_N,right_tie_rod_rack_axis_force_N,left_upper_ball_axis_torque_N_m,right_upper_ball_axis_torque_N_m,left_lower_ball_axis_torque_N_m,right_lower_ball_axis_torque_N_m,left_spin_joint_axis_torque_on_knuckle_N_m,right_spin_joint_axis_torque_on_knuckle_N_m,left_gravity_axis_torque_N_m,right_gravity_axis_torque_N_m,left_upper_ball_twist_margin_deg,right_upper_ball_twist_margin_deg,left_lower_ball_twist_margin_deg,right_lower_ball_twist_margin_deg,left_upper_ball_cone_margin_deg,right_upper_ball_cone_margin_deg,left_lower_ball_cone_margin_deg,right_lower_ball_cone_margin_deg,left_loaded_contact_points,right_loaded_contact_points,left_contact_manifolds,right_contact_manifolds,left_contact_geometry_valid,right_contact_geometry_valid
-1,0.000000000,pre_release,-18.540019989,-18.127759933,+12.436866760,+0.763678789,-0.622635722,-0.165777206,-0.043550044,-0.131625697,-185.367385864,+12000.000000000,+15.989690781,-2.000879288,-0.412289590,-17.303260803,-15.396165848,-710.162597656,+82.251350403,+186.978012085,+7.825298309,-0.723627865,+0.174400717,-0.003870123,+0.022286782,+0.020379510,+0.093593426,+0.106095143,+0.057046436,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+4.420388699,-2.214025497,-25.568168640,+16.405702591,-0.000001907,+0.000000000,+0.000000000,+0.000000000,-241.920837402,-37.559158325,+4.090258598,-18.257659912,+23.918533325,+25.139844894,+22.121446609,+24.248689651,+61.807060242,+55.206901550,+64.281433105,+59.200599670,1,1,1,1,true,true
0,0.016666668,released,-20.232345581,-18.300809860,+12.445573807,+0.600818157,-0.629128277,-0.130512238,-0.045648411,-0.188394010,+41.598968506,+41.598968506,+128.621368408,-2.139581203,-0.035402790,-19.239547729,-15.419227600,-745.039123535,+47.468181610,+184.964141846,+9.220187187,+0.389380038,+0.171740532,+0.002105165,+0.018626578,-0.011173807,+0.078570344,+0.114882797,+0.054928698,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+3.328354120,+30.941875458,-19.325063705,-231.213943481,-0.000000656,+0.000003815,+0.000000000,+0.000000000,-310.214935303,+51.277004242,-2.195447445,-15.385606766,+22.773809433,+24.668712616,+19.856655121,+24.336524963,+59.750007629,+55.807353973,+62.368236542,+59.632751465,1,1,1,1,true,true
1,0.033333335,released,-21.819597244,-18.330331802,+12.468400002,+0.455836594,-0.612692654,-0.099198818,-0.047833197,-0.165165856,+52.862136841,+52.862136841,+156.582504272,-1.758499622,+0.059425924,-20.572723389,-15.396092415,-755.075927734,-52.201526642,+175.977157593,+19.004936218,+0.815632045,+0.318141639,+0.004634874,+0.016739948,-0.024921522,+0.069958895,+0.122554183,+0.053010818,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+63.734889984,-18.564285278,-369.908264160,+139.356552124,+0.000007629,+0.000000000,+0.000000000,+0.000000000,-375.765930176,+44.076934814,-4.911115170,-13.761982918,+21.653862000,+24.483623505,+18.097148895,+24.482727051,+57.846561432,+55.961101532,+60.736389160,+59.796173096,1,1,1,1,true,true
2,0.050000004,released,-23.111989975,-18.220462799,+12.462656021,+0.409241378,-0.603659391,-0.089017391,-0.049927749,-0.175773263,+55.658248901,+55.658248901,+368.428710938,-1.787450671,+0.139557198,-21.526767731,-15.213579178,-822.519714355,-108.518760681,+168.222091675,+25.892610550,+0.884337306,+0.411775738,+0.005256963,+0.015903214,-0.030331280,+0.065139465,+0.121268466,+0.052899580,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+115.434944153,-58.693973541,-671.291503906,+440.937744141,+0.000005722,+0.000000000,+0.000000000,+0.000000000,-446.671173096,+20.701009750,-5.937705994,-12.848392487,+20.556722641,+24.479145050,+16.664840698,+24.689243317,+57.010650635,+56.163833618,+60.100776672,+60.000614166,1,1,1,1,true,true
3,0.066666670,released,-24.488147736,-18.116735458,+12.435527802,+0.292667568,-0.579801977,-0.063521385,-0.051920511,-0.184426621,+76.842872620,+76.842872620,+540.776000977,-1.936855078,-0.040255856,-22.835268021,-14.936581612,-909.531005859,-130.341247559,+173.256469727,+21.071607590,+1.083718538,+0.317014039,+0.006254996,+0.015044606,-0.037729308,+0.060528219,+0.118696012,+0.054737896,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+162.567947388,-94.235031128,-950.548156738,+706.196105957,+0.000000000,-0.000007629,+0.000000000,+0.000000000,-487.394531250,+16.555597305,-7.336763382,-11.954763412,+19.198513031,+24.441932678,+15.014443398,+24.833616257,+56.405029297,+56.711902618,+59.645137787,+60.379543304,1,1,1,1,true,true
4,0.083333336,released,-25.919075012,-18.176294327,+12.405401230,+0.106687225,-0.557106316,-0.023099422,-0.054102980,-0.213736981,+94.077606201,+94.077606201,+749.573913574,-1.925347209,-0.287845492,-24.288816452,-14.905024529,-987.225158691,-200.018295288,+180.447082520,+23.027715683,+1.277476549,+0.328469783,+0.007079508,+0.014264106,-0.043047056,+0.057085931,+0.119608156,+0.055722348,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+222.972045898,-139.951431274,-1311.618652344,+1048.163818359,+0.000003815,+0.000000000,+0.000000000,+0.000000000,-535.917968750,+23.241155624,-8.371374130,-11.285065651,+17.710422516,+24.222040176,+13.345444679,+24.735939026,+55.835235596,+57.422840118,+59.224491119,+60.858547211,1,1,1,1,true,true
5,0.100000009,released,-27.307939529,-18.455060959,+12.380840302,-0.073668323,-0.544262171,+0.015918732,-0.056619275,-0.227640793,+114.957389832,+114.957389832,+873.184814453,-1.735508800,-0.494252980,-25.719381332,-15.149363518,-1040.263916016,-281.525543213,+185.622528076,+22.875885010,+1.500566721,+0.308418930,+0.008083968,+0.013482274,-0.049373049,+0.054017514,+0.122890420,+0.055422004,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+263.231811523,-172.554595947,-1556.736694336,+1296.957885742,-0.000003815,+0.000000000,+0.000000000,+0.000000000,-579.382446289,+22.822675705,-9.649380684,-10.683115005,+16.356287003,+23.790473938,+11.736180305,+24.417430878,+54.945732117,+58.098686218,+58.517360687,+61.318225861,1,1,1,1,true,true
6,0.116666675,released,-28.544097900,-18.951854706,+12.360452652,-0.229915708,-0.538200974,+0.049600124,-0.059059296,-0.226887077,+127.318473816,+127.318481445,+921.958801270,-1.437077880,-0.655146599,-26.994449615,-15.579727173,-1063.789794922,-342.591827393,+189.937500000,+23.653656006,+1.738244057,+0.300584257,+0.009151664,+0.012707729,-0.057241205,+0.050894395,+0.126590595,+0.054210771,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+285.742858887,-190.808776855,-1697.129394531,+1445.645263672,+0.000015259,+0.000000000,+0.000000000,+0.000000000,-615.942993164,+15.064292908,-11.231927872,-10.068510056,+15.244933128,+23.182865143,+10.290075302,+23.933532715,+53.816246033,+58.573348999,+57.572418213,+61.658744812,1,1,1,1,true,true
7,0.133333340,released,-29.564653397,-19.627534866,+12.338077545,-0.381317794,-0.537582815,+0.082114220,-0.061316874,-0.227873027,+132.195892334,+132.195892334,+911.444885254,-1.160073876,-0.775537014,-27.991262436,-16.182125092,-1090.487182617,-383.430511475,+194.526779175,+26.350624084,+1.927144527,+0.314729482,+0.009906834,+0.011943910,-0.064724885,+0.047488797,+0.129727840,+0.052651521,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+291.948394775,-195.375793457,-1740.127319336,+1498.162841797,-0.000007629,+0.000000000,+0.000000000,+0.000000000,-638.937622070,+6.803615570,-12.717737198,-9.402035713,+14.365403175,+22.439323425,+9.071959496,+23.339338303,+52.672485352,+58.793334961,+56.610382080,+61.840400696,1,1,1,1,true,true
8,0.150000006,released,-30.423177719,-20.440374374,+12.308287621,-0.523682356,-0.543398798,+0.112500668,-0.063468784,-0.234337464,+131.144500732,+131.144500732,+858.971069336,-0.987616181,-0.891638100,-28.744367599,-16.902437210,-1145.298706055,-409.766845703,+198.199188232,+28.940559387,+2.048476458,+0.325942338,+0.010335444,+0.011262476,-0.071416251,+0.044117410,+0.132484585,+0.051399074,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+0.000000000,+284.639373779,-189.179504395,-1702.436767578,+1473.181518555,+0.000000000,-0.000007629,+0.000000000,+0.000000000,-645.704467773,+3.265121460,-14.015747070,-8.745759964,+13.617060661,+21.581604004,+8.000408173,+22.649694443,+51.560211182,+58.819419861,+55.688098907,+61.890514374,1,1,1,1,true,true
